Finding ID,Source File,URL,Finding Type,Persona / Context,Best Details,What This Proves,Portfolio Potential,Resume Potential,Confidence,Use Caveat,Reviewed,Next Follow-Up,Notes
DF-0142,HZ Customer List April 2024.xlsx,https://docs.google.com/spreadsheets/d/1PjEQHBgaJ6ZU9lnXjYCgEelU_vjulmUU/edit,HZ Sequence Infrastructure — District-by-District Proof Point Copy (Template Generator for {{snippet2}}),"Updated Spring 2024; each row = one official HZ district; fields: current customers list format, paragraph format, state customers, district customers, pre-written sequence copy","Template generation spreadsheet powering the {{snippet2}} local reference variable in Morgan's HZ sequences. For each HZ district, pre-written copy in two formats: list ('Acworth Elementary, Addison Elementary...') and paragraph ('We have the pleasure of working with 12,000+ customers nationwide, 2,000+ schools in [state], and [X] schools right in [district]'). Example row: San Francisco Unified = 25 customers; generated sentence: 'We have the pleasure of working with 12,000+ customers nationwide, 2,000+ schools in California, and 25 schools right in San Francisco Unified.' Also confirmed: Wake County Schools (listed with numerous customers). 'Checkboxes Updated Spring 2024?' column confirms this file was actively maintained.","This is the infrastructure behind the 'nearby schools' proof point in every HZ sequence — the {{snippet2}} variable wasn't just clever copywriting, it was powered by a maintained database. For each district Morgan would drop this pre-written paragraph into her sequence. The national scale (12,000+ customers) and state-level specificity ('2,000+ in California') shows Morgan was using real marketing claims calibrated to each geographic audience.",High — HZ sequence template infrastructure; reveals the system behind Morgan's localized outreach copy,,,,,,
DF-0143,Spring Blog Articles.xlsx,https://docs.google.com/spreadsheets/d/1-TtFeKGzNyapoJkVmenyctXdSD-jhe9j/edit,Content Curation — Spring Sequence Blog Resource Library (~45 TreeRing Articles),"Morgan; curated blog articles for spring sequences; 'blog articles that might be helpful in the spring, as people are finishing their books!'","Curated library of ~45 TreeRing blog articles for use in spring sequences. Topics: yearbook marketing ideas, yearbook quotes, sports team photos, signing party playlists, yearbook ad selling, content audits, student-submitted photo editing, deadline management, motivating yearbook staff, etc. Articles are from blog.treering.com. This file shows Morgan curating value-add content to embed in sequences, not just selling to prospects but providing genuinely useful educational resources. Consistent with her Thought Leader Brainstorm (DF-0105) approach of building long-term trust through relevant content.","Content curation as a sales strategy — Morgan providing advisors with genuinely useful yearbook resources, not just pitching; 45 articles curated shows systematic approach to adding value before the close; aligns with the 'value-based outreach' philosophy Morgan articulated in her CC work",Medium — content curation artifact; confirms Morgan's value-first outreach philosophy in practice,,,,,,
DF-0144,CC Notes_ Spring 2022 - Google Docs.png,https://drive.google.com/file/d/1haSgrzTw6pRQjGGor_8NtlH3--vcPYSN/view,"Screenshot — CC Working Doc Spring 2022 (Win-Back Sequence, Email Guide, Metrics Proposal)","Morgan running CC; Anna, Reilly as members; Bobby approving deadlines; winter 2021/spring 2022","Screenshot of Morgan's CC working doc for early 2022. Key items: (1) 'Signed Up, Didn't Do Book' sequence — ASAP by 1/14/21 (this connects to DF-0114); (2) 'Win-back sequence, OK to be finished by 1/26 per my one-on-one with Bobby yesterday' — confirms Bobby-Morgan direct coordination on CC deliverables; (3) Email customization guide with doc link — 'This is a good start but I definitely want your input!'; (4) Fresh tickle file — Anna created, Morgan confirming to keep it updated; (5) 'We need to start familiarizing ourselves with Outreach stats so we can give Bobby reports on what's working and what's not. Which metrics will we want to start capturing, and how often?' — Morgan proactively proposing to build a metrics reporting function for the CC.","Per my one-on-one with Bobby yesterday' confirms Morgan had regular direct executive access; metrics reporting proposal shows Morgan's data-first instinct, not waiting to be asked; multiple parallel CC deliverables being tracked shows active CC management","Medium-High — confirms CC delivery cadence, Bobby direct access, and Morgan's proactive metrics tracking proposal",,,,,,
DF-0145,"18-19 HZ Principals, 1st Touch.docx",https://docs.google.com/document/d/1tBQ4I9JaKOST2sEtQSwpZRP0Dh3BO7vc/edit,"Sequence Copy — 18-19 HZ Principal 1st Touch (Multi-Step, Seasonal, Morgan-Authored)",Morgan; 18-19 school year; principals in HZ districts; 4-step sequence; {{snippet2}} variable for local school references,"Four-step HZ Principal 1st Touch sequence from 18-19. Step 1: 'SUBJECT: Yearbook at {{company_name}}? Hi Principal {{last_name}}, My name is Morgan...' uses {{snippet2}} for nearby school references, asks for referral to appropriate person. Step 2 (reply): video + testimonials + open question. Step 3: Follow-up on selection process; P.S. 'Have a fabulous Valentine’s Day <3' (seasonal). Step 4: Contract status follow-up + flexible response menu (pricing, references, sample book, software tour); closing P.S.: 'With TreeRing, families can still purchase after the deadline. Even years later... You’ll never have to turn anyone away again.' Shows evolution from earlier CA sequences (DF-0128) with more polished multi-step structure.",{{snippet2}} confirms the HZ Customer List (DF-0142) was the data source for this variable; seasonal P.S. (Valentine's Day) shows Morgan timing her outreach strategically; 'never have to turn anyone away again' closing appeals to a specific principal pain point (leftover books); 4-step structure matches the calendar planning from DF-0126,Medium-High — 18-19 HZ principal sequence; polished multi-step structure; confirms {{snippet2}} system in production,,,,,,
DF-0146,Screen Shot 2019-06-21 at 9.45.11 AM.png,https://drive.google.com/file/d/1OoAcApZogiYHNFeVbXBbqyPbYMqQQ7vZ/view,Outreach Screenshot — 18-19 ENGAGED: Feb Clean-Up Metrics (morgan@treering.com Confirmed),morgan@treering.com; sequence: '18-19 -- ENGAGED: Feb Clean-Up'; June 2019 screenshot; 30 prospects,"Outreach.io screenshot showing sequence-level metrics for '18-19 -- ENGAGED: Feb Clean-Up' run by morgan@treering.com (account confirmed in header). Metrics: PROSPECTS 30, CONTACTED 30 (100%), REACHED 26 (87%), REPLIED 8 (27%), OPTED OUT 1 (3%). The 87% reach rate (open/engagement) and 27% reply rate are from an engaged-prospect cleanup sequence in the 18-19 school year. Screenshot taken June 2019, suggesting this was an end-of-year review or reporting capture.",morgan@treering.com confirmed in the Outreach header; 87% reach / 27% reply on an engaged-prospect sequence in Year 2-3 of Morgan's career; pre-CC era metrics show strong performance before the organizational support structure existed; 'Feb Clean-Up' naming confirms Morgan was doing systematic pipeline management and tagging even in early career,High — early-career Outreach metrics screenshot; morgan@treering.com attribution confirmed; 87%/27% engaged sequence performance,,,,,,
DF-0147,Screen Shot 2019-06-21 at 9.51.47 AM.png,https://drive.google.com/file/d/1hdjz4Rxukbd9XYEXYET1XPn1ikqDGL2U/view,Outreach Screenshot — Step-Level Metrics for 4-Step Sequence (up to 33% Reply per Step),Morgan's Outreach; 4-step sequence view; June 2019 screenshot,"Outreach.io screenshot showing step-level performance for a 4-step sequence (likely an engaged/sales cycle sequence). Step data: Step 1 'Still a good time?' — 8 sent, 88% opened, 13% replied; Step 2 'Hi, just a quick bump!' — 6 sent, 83% opened, 33% replied; Step 3 'It’s (almost) official.' — 3 sent, 67% opened, 0% replied; Step 4 'Help updating notes?' — 3 sent, 67% opened, 33% replied. Step 2 and Step 4 both hit 33% reply. All steps maintained 67-88% open rate across the sequence.","88% open on step 1 with 13% reply; 83% open on step 2 with 33% reply — extremely strong engaged-sequence performance; step-level view confirms Morgan was tracking and analyzing sequence performance at granular level in 2019, before the CC analytics work formally began; subject lines ('Still a good time?', 'It’s almost official', 'Help updating notes') suggest this is a near-close follow-up sequence",High — step-level performance data from 2019; 33% reply rates; confirms Morgan's analytics discipline from early career,,,,,,
DF-0148,WCPSS_Clerical_Staff_Directory.xlsx,https://docs.google.com/spreadsheets/d/1H1fQPp1U6H1ycmjdFuTKtJI1uW6shH5D/edit,"Territory Research — Wake County Clerical Staff Directory (Receptionists, Admin Assistants)","Wake County Public School System; fields: school name, website, name, position (Receptionist, Bookkeeper, Administrative Assistant, Clerical Assistant), email; ~100+ schools","Staff directory for Wake County clerical and administrative staff, covering ~100+ WCPSS schools. Fields: school name, website, staff name, position, email address. Positions include: Receptionist, Bookkeeper, Administrative Assistant, Clerical Assistant. Schools covered include all major Wake County elementary, middle, and high schools. This file supports the General Support Staff persona outreach — Morgan was targeting the people who answer the phones and manage office communications, not just principals.","Wake County 'General Support Staff' persona outreach required a contact database for non-principal school staff; this file provided that. Shows Morgan building multi-persona contact databases, not just targeting the highest-profile contact at each school. Clerical staff are often gatekeepers AND potential yearbook committee members.",Medium — territory research; General Support Staff persona contact database for Wake County,,,,,,
DF-0149,HZ Intro emails.docx,https://docs.google.com/document/d/1xLMi1NWqZ3eIT4MHV9MXMTGVD3czML8D/edit,"Sequence Copy — HZ Intro 3-Step (Phone-to-Email Hand-Off, Calendly Confirmed)",Morgan; HZ intro sequence; Calendly URL (calendly.com/morgan-treering) confirmed; 3-step with phone call lead-in,"Three-step HZ Intro sequence with a warm phone-to-email opener. Step 1: 'Hi {{First Name}}, My name is Morgan. I called {{company_name}}, and the woman who answered (who was very kind) said you might be the best person...' References Calendly link (calendly.com/morgan-treering) confirming Morgan's authorship. Value props: no contracts, no deadlines, no minimum orders, no cost to school. Step 2 (reply): Video link + casual call ask. Step 3: Custom pages pitch ('a really cool feature that's free to everyone, and makes the yearbook more relevant to social-media-minded communities'); flexibility + environmental pitch. Ends with 'Or alternatively, is there a better time of year to reach out?' — re-engagement door left open.","Phone → email hand-off opener is a sophisticated technique — Morgan was doing warm phone outreach before sequencing, not just cold email; 'the woman who answered (who was very kind)' is authentic and disarming; Calendly URL = definitive Morgan authorship; custom pages positioned as free and social-media-aware",Medium-High — warm phone-email hand-off technique; Calendly URL confirms authorship; authentic voice in cold sequence opener,,,,,,
DF-0150,"18-19 HZ Principals, Previously Contacted.docx",https://docs.google.com/document/d/1pIk6q9OskJwSzbqumB6r2ReeAPijqHBo/edit,"Sequence Copy — 18-19 HZ Principal Re-Approach (5-Step, Milestone Hook, Morgan-Authored)",Morgan; 18-19 school year; principal re-approach; {{snippet2}} variable; 5-step,"Five-step HZ Principal Re-approach for 18-19. Step 1: 'You might remember me — my name is Morgan' re-approach opener with {{snippet2}} local school reference. Step 2 (reply): Video + testimonials + product differentiator: 'One of the complaints we hear most often from schools is that their previous software...was difficult, time-consuming, and out-of-date. TreeRing's software is very much the opposite!' Step 3: Selection process question. Step 4 (milestone hook): 'We hit a new milestone: 2.5 million trees planted!' — milestone news as a reason to re-engage; eco-partnership with Trees for the Future; school certificate per yearbook sold. Step 5: Contract status + flexible response menu (pricing, references, sample, software tour).",Milestone news as a re-engagement hook is a documented outreach strategy — Morgan was using real company achievements to create legitimate reasons for follow-up; '2.5 million trees' eco-branding as a differentiator; 5-step re-approach shows discipline in multi-touch follow-up; {{snippet2}} confirms the HZ template system from DF-0142 was in use in 18-19,Medium-High — 18-19 HZ principal re-approach; milestone re-engagement strategy; 5-step discipline; eco-branding as differentiator,,,,,,
DF-0151,"_ 18-19 HZ Parent Group, Not Sure If Involved.docx",https://drive.google.com/file/d/16_BQq3KzI5TgV7Ld20T_e3nDTHyU2qom/view,"Sequence Copy — HZ Parent Group Probe (2-Step, Uncertain Contact, Morgan-Authored)",Morgan; 18-19 school year; uncertain PTO involvement; 2-step probe sequence; {{snippet3}} variable,"Two-step probe sequence for HZ contacts where PTO/PTA involvement with yearbook is uncertain. Step 1: 'SUBJECT: {{company_name}} yearbook? Hi there, My name is Morgan, I'm hoping you might be able to help me! I checked the school website a few times, but I'm not sure if I'm in the right place -- I'm wondering if the PTO is involved with the yearbook? I ask because I'm reaching out from an eco-friendly yearbook company called TreeRing. We work with a few other schools nearby, and we'd love to send over a sample book :). Do you know who I might be able to speak with, or who manages things? If not, that's OK. I figure it never hurts to ask!' Step 2 (reply): 'Hi, good morning! Just curious if the {{snippet3}} assists with the school yearbook? If not and I'm in the wrong place, I'm so sorry for the bother -- just let me know and I'd be happy to update my notes!' {{snippet3}} variable likely = PTO/PTA organization name. No Calendly or video links -- deliberately minimal for an uncertain situation.",Probe sequence vs. full sequence — Morgan used a distinct 2-step minimal approach when contact uncertainty was high; 'I figure it never hurts to ask!' is a disarming closer; 'I'd be happy to update my notes' turns a non-response into a graceful CRM update; {{snippet3}} variable shows the same template variable system applied even to uncertain outreach,Medium — unique probe sequence variant for uncertain contacts; confirms systematic outreach even under ambiguity,,,,,,
DF-0152,Wake_County_Schools_Information.xlsx,https://docs.google.com/spreadsheets/d/1kfg8UvzE71jDwHBv-QbnhVv8Md7W_jft/edit,"Territory Research — Wake County School Directory (Principal + Lead Secretary, 40+ Schools)","Wake County public schools; fields: school name, mascot, principal name+email, lead secretary name+email; 40+ schools","Comprehensive Wake County school-level contact database. For each school: name, mascot, principal (first last, email in format firstname.lastname@wcpss.net), lead secretary (first last, email). Representative entries: Abbotts Creek Elementary (Principal Paula Trantham, Secretary Kendra Miller), Adams Elementary (Principal Steve Moore, Secretary Lisa Johnson), Alston Ridge Elementary (Principal Stacy DeShields, Secretary Karen White), Apex Elementary (Principal Angela Moose, Secretary Emily Davis). Covers 40+ WCPSS schools from elementary through high school. This database powered Morgan's principal-persona HZ outreach in Wake County — the primary contact information source for her most prized territory ('Over my dead body lmao', DF-0141).","This is the contact data infrastructure behind Morgan's Wake County HZ principal sequences; paired with Wake County PTAs.xlsx (DF-0153) and the Spring '23 Re-Approaches (DF-0136), these three files form the complete Wake County HZ prospecting stack: principals, PTAs, and active re-approach targets",Medium — territory research; Wake County principal/admin contact database for HZ outreach,,,,,,
DF-0153,Wake County PTAs.xlsx,https://docs.google.com/spreadsheets/d/1m5iUIGnvqv30w5H8YIA0wfPlgKaL9WQ_/edit,"Territory Research — Wake County PTA Leadership Database (President, Treasurer, Secretary, 60+ Schools)","Wake County PTA organizations; fields: school name, PTA website, officer title, name, personal email; 60+ schools; personally named contacts","Detailed PTA leadership contact database for Wake County schools. For each PTA: website URL, and for each officer (President, Treasurer, Secretary, sometimes VP): full name and personal email address. Representative entries: Abbotts Creek Elementary PTA (President: Haven Bornhoft, Treasurer: David Bradshaw, Secretary: Meredith Smith); Harris Creek Elementary PTA (President: Ashley Schneider); Hortons Creek Elementary PTA (President: Allie Hartnett); Conn Elementary PTA (President Jennifer Guiffre + principal email also included). Some entries include principal contact cross-referenced. 60+ Wake County schools covered. This database powered Morgan's PTA/Parent persona HZ sequences in Wake County — her most active HZ territory.","Named personal emails (gmail, yahoo, etc.) confirm these are PTA volunteer contacts, not school institutional emails — Morgan was reaching PTA volunteers directly through their personal accounts; the detail level (President + Treasurer + Secretary per school) shows Morgan built multi-contact redundancy into her Wake County PTA outreach stack",Medium-High — PTA persona contact database for Wake County HZ; named personal contacts confirm direct PTA volunteer outreach,,,,,,
DF-0154,Content Committee.pptx,https://docs.google.com/presentation/d/1Bramq3CbOs3PIlvstoPyyfJa0NqS3007/edit,CC Expansion Pitch — Formal Proposal to Bobby for CC Role in New Marketing Structure (May 2021),"Morgan presenting on behalf of the Content Committee; audience: Bobby; dated May 10, 2021; context: new Marketing positions being advertised","Formal pitch deck Morgan made to Bobby when TreeRing announced new Marketing positions, requesting the CC be included in or formally designated for those responsibilities. Key slides: (1) Thank You — 'Listening to our perspective and recognizing our experience. Being so open to our ideas and projects. Giving us permission to re-organize, and create new processes. Allowing us to speak for the inbound and outbound salesteams, which is a huge responsibility but something we're thrilled to take on.' (2) Potential Overlap — pointed out that the new Marketing job descriptions overlapped with CC responsibilities around outbound content, open/click/reply rate reporting. (3) Our Proposal — 'We would love to play a part in these responsibilities moving forward! When you asked for the people who cared most about TreeRing's content to raise their hands and volunteer, it was us. We are the OG’s :).' Three possible solutions offered. (4) Why Consider Us? — 'Jen and I alone have 10 years of experience doing this.' 'We are volunteers doing this because we love it, we would and literally are do this for free :D.' (5) Final points — 'I’m good at outbound and management, but I also happen to be a great designer and writer!' 'We’ll get much better outbound sequence results (and sequence satisfaction) if the people writing them are actually in Outbound.' (6) Personal close to Bobby — 'No matter what I’ve brought to you, you’ve always listened without judgement. I feel incredibly grateful that we have a supervisor who creates a safe space.'","Third confirmed instance of Morgan's career-long advocacy pattern (Social Media Presentation DF-0100, CC pitch/original formation, and now this expansion pitch). 'Jen and I alone have 10 years of experience' is a direct quantified credibility claim. The gratitude → problem → proposal → why us → close structure shows polished persuasion skills. Bobby's role as a safe-space supervisor is confirmed in Morgan's own words.",Very High — formal CC expansion pitch deck; self-advocacy in her own words; confirms 10-year experience claim and 'volunteer' ethos,,,,,,
DF-0155,Content Committee - Recent Topics.docx,https://docs.google.com/document/d/1O0dzX_4qHDWLyWTN4B9R9pKda4PD1ber/edit,CC Meeting Notes — 'Get Our Voices Back' Source Document (Early CC Formation),Full CC team; Bobby invited; Kristina reviewing; early CC formation period,"CC meeting notes from the early formation period. Key content: (1) Snippet and sequence organization — decided on Collections over Tags; proposed collection categories by grade (ES/MS/HS), by niche audience (HZ, High FRL, Private), by role (PTA, Principal, Teacher, Support Staff), by stage (1st Touch, Re-Approach, Nurture, Sales Cycle). (2) Writing requests — 'We would love to start writing our own template collection, if that is allowed? Can’t see what it would hurt, we’ll name them something so they don’t get confused with the others?' (3) CRITICAL QUOTE: 'Can our templates be considered for email steps? Overwhelming consensus is that we’d like to get our own voices back into the sequences again.' (4) Awards idea — 'NOT overly competitive, keep it lighthearted... Most Unique Snippet or Best Use of TreeRing Voice.' (5) 'Would like to invite Bobby to Committee Meeting regularly.' (6) 'WILL INVITE EVERYONE TO FRIDAY CALL.'",THIS IS THE SOURCE DOCUMENT for the 'get our voices back' quote (DF-0072). The quote is confirmed verbatim here as a meeting record rather than a memory: 'Overwhelming consensus is that we’d like to get our own voices back into the sequences again.' Also establishes the full Outreach collection taxonomy the CC built; awards culture Morgan designed from the beginning; Bobby being invited in confirms top-level executive buy-in from CC formation.,Very High — source document for the 'get our voices back' quote; confirms CC's foundational goals and organizational taxonomy in a meeting record,,,,,,
DF-0156,22-23 MPP Review Notes.docx,https://docs.google.com/document/d/19oH0a6Q3rVbMCAI2gKCwZmLLZow-dAs6/edit,"People Leadership — 22-23 Annual Pod Performance Review (5 Direct Reports: Julie, Jamie, Tevis, Erin, Ayesha)","Morgan as manager; 5 direct reports (Julie, Jamie, Tevis, Erin, Ayesha); 22-23 school year; structured annual review format","Morgan's 22-23 annual pod performance review. Structure: group wins first, shared improvement areas second, individual goals third (always non-punitive framing). GROUP WINS: Pod hits weekly email activity goal consistently; solid unsubscribe rates; high average touches per prospect. INDIVIDUAL WINS: Julie (email volume, reply rate, bounce rate, Vidyard, THNKS); Jamie (reply rate, THNKS); Tevis (email volume, open rate, reply rate, Vidyards created, THNKS, conversion rate — strongest performer); Erin (email volume, touches, THNKS); Ayesha (open rate, click rate, Vidyard, THNKS). IMPROVEMENT AREAS: 'If everyone is feeling challenged in a particular area, that means we have an opportunity to improve together. That way, no one will feel singled out.' Areas: phone calls, click rates, Thnks, Vidyard, opp goals, C/W revenue. SHORT-TERM GOALS: 'Thnks to every prospect who takes a meeting and a Vidyard to at least 50% of follow-ups.' INDIVIDUAL GOALS: Julie (conversion rate), Jamie (active accounts), Tevis (response time), Erin (reply rate + response time), Ayesha (reply rate + response time).",5 direct reports in 22-23 (vs. 4-5 in 21-22); no-blame framing for group challenges is a documented management philosophy ('no one will feel singled out'); multi-channel tool stack (THNKS + Vidyard + Calendly) tracked per rep shows Morgan managing a sophisticated sales stack; Tevis appears as a standout performer with wins across nearly all metrics,High — 22-23 structured pod performance review; 5 direct reports; wins-first no-blame management framework; multi-channel tool adoption tracked per rep,,,,,,
DF-0157,MPP_ 22-23 Performance.docx,https://docs.google.com/document/d/1qKePzylijExDwN3jZP1d0KqL8tXFITuV/edit,MPP Container Doc — 22-23 Performance Index (Links to Substantive Docs),Morgan; 22-23; index/container document linking to group + individual performance materials,"Container document for Morgan's 22-23 MPP performance materials. Contains: section headers ('2022-2023 Direct Reports: Goals, Stats & Performance'), a link to 'Group + Individual Goals, Challenges, & Wins' Google doc, and 'Individual Performance: Employee 1-5' placeholder labels. The substantive content lives in the linked document (DF-0156 captures the main substance). This file itself is the formal MPP submission structure.",Container doc confirms the formal MPP (Manager Performance Process) was used at TreeRing; Morgan had 5 numbered direct reports in 22-23; the structured format suggests a company-wide annual review process,Low-Medium — container/index doc; substance captured in DF-0156; log for completeness,,,,,,
DF-0158,The Fine Line_ When AI Enhances Sales and When It_.docx,https://docs.google.com/document/d/1w-chRuLA_lRKoBrAHVOrnCZDp480E09i/edit,"Professional Development — Modern Sales Pros AI in Sales Webinar Notes (Post-TreeRing, June 2023)",Morgan's notes; Modern Sales Pros webinar; dated 06.28.2023 (post-departure); AI in sales topic,"Morgan's personal notes from a 'Modern Sales Pros' industry webinar dated June 28, 2023 — approximately 2 months after leaving TreeRing. Topic: AI in sales. Key notes: ChatGPT reached 1M users in 2 months (fastest ever); generative AI is new even if AI isn't; call summarization is 'particularly exciting both in sales AND marketing'; risks include fact-checking (lawyer story with false ChatGPT court research); better for backend than predictive scoring; 'If you use a ChatGPT email as-is, you might get thrown into the salespeople using AI emails bucket. But if you use it as a starting point and customize it for your personality, you’ll be in a better place'; ChatGPT for Salesforce formula debugging and rubber ducking; account research limited by September 2021 data cutoff.",Morgan was attending professional development events 2 months post-TreeRing; her notes on AI in sales show early awareness of generative AI's role in SDR workflows (June 2023 was very early in the ChatGPT era); the 'rubber ducking with ChatGPT' note and Salesforce formula use cases reflect practical technical thinking,Medium — post-TreeRing professional development; early AI-in-sales awareness; shows ongoing learning after departure,,,,,,
DF-0159,Content Committee 21-22 Goals & Action Items (As of...).docx,https://docs.google.com/document/d/15_IqurVcLOqpjVTf-gSkN1w6pUunOinB/edit,"CC Planning — Full 21-22 Goals, Action Items & Responsibilities (Morgan as CC Lead)",Morgan as CC lead; full CC team; 21-22 school year; Bobby and Kristina as stakeholders; Erika and Megan named as review partners,"Comprehensive CC work plan for 21-22. Key sections: (1) Pandemic Templates — Morgan assigned to write 'Didn't do a yearbook due to COVID, checking back' (team requested!); Anna writes generic pandemic check-in; Stacey writes warm/caring mid-sequence replacement; (2) Awards — Prospects added, response time, calls tracked monthly; 'Bobby to update Jen/Morgan’s budget'; (3) Vidyard Ideas — video gallery, TreeRing tips teaser, product demo; (4) CC Responsibilities for the year: Manage CC Collection, build Snippet Library, collect inbound/outbound feedback weekly, assign 'chair' positions (Images & Graphics, Survey Results, Final Proofreading), revamp awards with Jen; (5) Process Map: 'Work on content-related sections of Process Map for Outbound. How to reply when X says Y, etc. Slow project over time. Possible deadline = End of year?'; (6) Snail Mailers proposal (handwritten notes, THNKS integration, special coupon codes); (7) Grammarly for Teams proposal; (8) New CC members: Shannon and Tammi as potential additions; (9) 'Add Erika and Megan to meetings monthly starting in September' — active effort to include Marketing in CC.","CC operating as a structured organization with assignments, budgets, chair roles, and annual project timelines; 'Bobby to update Jen/Morgan’s budget' confirms Morgan had a formal budget for CC activities; Process Map explicitly listed as a CC deliverable confirming DF-0104 link; 'Requested by the team!' annotation for Morgan's pandemic template confirms her writing was pulled by demand, not just self-assigned","High — CC's complete 21-22 operating plan; Morgan as lead with budget, assignments, chair roles, and multi-stakeholder coordination",,,,,,
DF-0160,Spring Refresher with Ed Ganze_ 02.07.23.docx,https://docs.google.com/document/d/1W1BzcnHFQih9FEjUFSfDZMgx7Y2PofcS/edit,Training Content — Topic Brainstorm for Spring Refresher with Ed Ganze (Feb 2023),"Morgan (or CC); Ed Ganze as TreeRing product/CS contact; February 7, 2023 (approx. 2 months before departure); advanced yearbooking topics","Topic brainstorm document for a 'Spring Refresher' training session with Ed Ganze. Topics organized by category: Advanced Yearbooking (portrait design, roster indexes, tagging best practices, margins/bleed/gutter, QR codes); Finances (book donations, fundraising updates, advertising types); MS/HS Focus (collaboration tools, InDesign import, multi-user editing); New/Updated Features (upcoming releases). Questions included are prospect-facing: 'Can families donate a book without purchasing one?' 'How have schools gotten creative with advertising?' This confirms Morgan was actively developing product training content in early 2023, in her final months at TreeRing.",Morgan involved in product-level training development (not just sequence writing) right up to her departure; working with Ed Ganze on curriculum suggests cross-functional collaboration; the prospect-facing question framing shows Morgan blending sales enablement and product knowledge,Medium — product training content development in final months; cross-functional collaboration; sales enablement perspective,,,,,,
DF-0161,"For Outreach, Sept 2019_ Sent Sample, Follow Up.docx (TR-0480)",https://docs.google.com/document/d/1zcRPLTKjjSwxATqpgesjYNZbufzGdGDR,Sequence Authorship — Original Sample-Sent / No-Demo Lifecycle Sequence (Sept. 2019),Morgan; Sept. 2019; engaged prospects who requested a sample but had not yet booked a demo; 12-step nurture and conversion sequence,"This is direct primary-source evidence for Morgan’s invention of the “Sample Sent, No Demo” sequence type. The 12-step design moves from delivery confirmation → demo invitation → phone/voicemail support → non-contract and evaluation assets → testimonials → future-year re-entry → cold-marking task in Salesforce. It is not just copy; it is a full follow-up system with branching judgment and CRM exit logic.","Morgan was designing lifecycle architecture, not merely writing emails. This proves sequence invention, stage-specific prospect handling, asset sequencing, and operational follow-through for warm-but-unconverted prospects. It materially strengthens any claim that she created repeatable outbound/sales-cycle systems at TreeRing.",Very High — centerpiece proof for a sequence-architecture case study or “how I turn sales moments into systems” portfolio story.,"High — useful for resume/interview phrasing about lifecycle sequencing, sales enablement, and original sequence design.",High,"Proves authorship and architecture, not performance outcomes on its own; pair with separate performance evidence when making results claims.",2026-05-14,Cross-reference the strengthened Evidence Guide sequence innovation row and any related corroborating authorship source such as TR-0419.,Late-stage Detective Findings backfill. This is one of the strongest direct-authorship artifacts in the archive.
DF-0162,Morgan_s Copy -- After Action Review (Post-Mortem).docx (TR-0652),https://docs.google.com/document/d/1GWfcaiohChJJGV3cVMscC7hbe2RDhYiR,"Strategic Reflection — Sales Peak Post-Mortem Captures Messaging Authorship, Judgment & SDR Advocacy",Morgan; Aug.–Oct. 2019 Sales Peak; candid self-assessment inside a Sales Team AAR/post-mortem; combines event context with Morgan’s personal notes,"Morgan documents that she “wrote sequences, some for myself and some for the team,” says “So much of our language in the past years came from me,” and explains why the shift from cloned to shared sequences was strategically disruptive. She also records that she “still met most of my opp/closed-won goals” despite process breakdowns, and argues that Sales Development was “just as important as inbound” and “just as skilled.”","This is a rare in-the-moment artifact of Morgan’s strategic voice: she diagnoses process failure, defends brand/message quality, acknowledges her own overwhelm and responsibility, and advocates for an undervalued function without flattening the nuance. It is exceptional interview-story evidence for judgment, reflection, authorship, and team advocacy.",Very High — unusually rich proof-deck/interview artifact because it contains both strong quotes and the surrounding operational context.,"Medium-High — best used to support qualitative leadership, messaging ownership, and reflective judgment rather than as a standalone metrics bullet.",High,"The $1.762M / $1.847M Sales Peak figure is verified as event/team context, not Morgan-only revenue. Also treat the personal mental-health passage as sensitive; it is meaningful context but not automatically external-facing career proof.",2026-05-14,Pair with Verified Claims ruling for the Sales Peak metric and Evidence Guide row on Sales Peak Post-Mortem.,Late-stage Detective Findings backfill. This may be one of the archive’s strongest interview-story documents.
