Review ID,Folder/Lane,Subfolder,Filename,File Type,Drive URL,Bucket/Lane,Review Status,Priority,Relevance Score,Evidence Type,Metrics Found,Portfolio Potential,Resume Potential,Duplicate/Derivative?,Needs Follow-Up?,Notes / What to verify next,Confidence,Last Reviewed
TR-0713,SequencesToSort,_root,Copy of CC Tickle File 1.22 (TR-0713),Google Doc,https://docs.google.com/document/d/1FAjXCRu1ZwBbncQqsvLl9Py2fz7fESfHA1nySZO7PKs/edit?usp=drivesdk,Content Committee — CC Tickler File 2nd Semester 2022 (per-persona feedback; email performance data; CTA ideas),Reviewed - Verified,Critical,9,CC Leadership — CC Tickler feedback compilation; per-persona sequence notes; email performance; CTA ideas,"Per-persona: MS/HS Teacher, Support Staff, Parent Orgs, MS/HS Principal, ES Principal, ES Teacher, PTA. Email performance: trees+unboxing = high click; More funds/YB+Media Literacy = didn't do well; PTA 1st Touch has ½ click+reply rate vs teachers. CTA ideas: 'What deadlines are you currently up against? / If you could change one thing about your yearbook program?' General: keep them short; no time-specific references; no Green Schools Alliance link",Critical — CC Tickler File shows Morgan’s systematic feedback loop; per-persona analysis; performance data,CC Tickler is the quarterly feedback compilation Morgan and CC maintained; shows systematic quality improvement,No,No,"Morgan's CC Tickler File for 2nd Semester 2022 (comprehensive sequence feedback compilation). Per-persona feedback across 7 audience types. Email performance notes: 'Plant trees; Unboxing — high click rate.' 'More funds for school name, YB+Media Literacy, Trending now — didn’t perform well.' 'PTA 1st Touch: compared to teacher sequences, has about ½ click + reply rate. Is this because it’s too vidyard-heavy?' General: 'Keep them short — what’s in it for them, not us.' 'Take out ALL references that are time-specific.' CTA ideas compiled from team. New subject line ideas. 'Do NOT use the Green Schools Alliance Link — very outdated.' Morgan’s systematic evidence-based improvement process.",Medium,
TR-0714,SequencesToSort,_root,"Copy of Notes for Sequence Review Meeting, Sept 10 2021 (TR-0714)",Word,https://docs.google.com/document/d/1OX4z9xEzDUP9If7Y88LSd_5JlTHQ6Maa/edit?usp=drivesdk,Content Committee — CC + Marketing Sequence Review Meeting 09.10.21 (automatic steps; sending windows; Vidyard; variables),Reviewed - Verified,High,7,CC Leadership — CC + Marketing sequence review meeting; agenda + decisions on sending windows/Vidyard/variables,"Agenda: automatic first steps in ES Principal Re-Approach; separate sending windows per persona (PTA/Principal/Teacher+Staff); PTA sequence adjustments (stronger TreeRing mention, more empathetic 2nd email); Vidyard issues (extension icon, tracking token); TRL sequences (linked: 'Morgan’s Notes, 8/25 meeting with Bobby and Kristina'); VARIABLES! fewer is better",High — Morgan in CC + Marketing meeting on sequence architecture; decisions documented,"Meeting links 'Morgan’s Notes, 8/25 meeting with Bobby and Kristina' confirming Morgan’s cross-functional CC role",No,No,"CC + Marketing Sequence Review Meeting notes (September 10, 2021). Agenda: (1) Automatic first steps in ES Principal Re-Approach — 'Unanimous agreement that it’s easy to have emails go out at less than ideal times... leave them in later steps and only if needed.' (2) Separate sending windows: PTA, Principal, Teacher+Staff. Bobby OK'd idea. (3) PTA sequence adjustments: stronger TreeRing intro for forwarded emails, more empathetic 2nd email ('Congratulate them on how awesome they are for doing 55 million things'). (4) Vidyard issues: extension icon creates playlists that can’t be deleted. Coaching team on tracking token fix. (5) TRL Sequences: link to 'Morgan’s Notes, 8/25 meeting with Bobby and Kristina.' Max email send limit. 'VARIABLES! Fewer is better.'",Medium,
TR-0715,SequencesToSort,_root,CC HOLIDAYS.docx (TR-0715),Word,https://docs.google.com/document/d/1d9uwkXcSiW4Qn4vOPuPnMkH3of6l-Ooy/edit?usp=drivesdk,Content Committee — CC Holiday Calendar (seasonal sequence targeting; Aug-May; National School Parent Group Day; Volunteer Week),Reviewed - Verified,High,6,CC Leadership — CC holiday/observance calendar for seasonal sequence targeting across school year,"August: Simplify Life Week, Smile Week, Friendship Week, Book Lover's Day; September: Hispanic Heritage Month, National School Parent Group Day (Sep 22); October: Principal Appreciation Month, World Smile Day; November: Veteran's Day; December-January: holidays + Compliment Day (Jan 24); February: Black History Month, PTA Founder's Day; March: Employee Appreciation Day, Int'l Day of Happiness; April: Volunteer Recognition Month, Earth Day; May: Teacher Appreciation Week, Principal's Day, Love a Tree Day",High — Morgan maintained this seasonal targeting calendar for CC sequence planning,"Morgan compiled school-year observance calendar to ground sequences in timely, relevant touchpoints",No,No,"Morgan's CC holiday and observance calendar for seasonal sequence targeting. Covers August through May. Key dates for school-facing sequences: National School Parent Group Day (Sep 22), Principal Appreciation Month (October), Make a Difference Day (Oct 22), National Volunteer Week (April), Administrative Professionals Day (April 27), Teacher Appreciation Week (May Week 1), Principal's Day (May 1), Love a Tree Day (May 16). Also includes cultural/religious dates (Rosh Hashanah, Yom Kippur, Chanukah, Kwanzaa) and fun observances (International Day of Awesomeness, National Day of Happiness). Used by CC to time seasonal emails within sequences.",Medium,
TR-0716,SequencesToSort,_root,Sequence (TR-0716) - YBA First Touch; 9 emails; 'No contracts/deadlines/minimums/cost'; THEMES!!; PUR binding,Word,https://docs.google.com/document/d/1K2sTaX6hGNXU248U_OAjKo5waNJayfDk/edit?usp=drivesdk,Sequence Authorship — YBA First Touch Sequence (9 emails; 'No contracts/No deadlines/No minimums'; custom pages; themes; PUR),Reviewed - Verified,High,8,Sequence Authorship — 9-email YBA 1st Touch; 6-bullet 'No...' list; THEMES!!; custom pages; PUR binding; crowdsource,"Email 1: 6 'No...' bullets (contracts, page counts, deadlines, minimums, cost, stress); Email 3: 'How to highlight EVERYONE in the yearbook'; Email 4: 'Capture more of your year with a late deadline'; Email 5: fundraising 3 ways; Email 6: crowdsource photos (Google Drive, Instagram, Facebook, app); Email 7: 'THEMES!!' 300+ themes; Email 9: PUR Perfect Binding specs; Notes: 'ask Allison possibly' for images",High — 9-email YBA sequence showing Morgan’s range from no-cost pitch to technical binding specs,Morgan covered full pitch arc: no-cost → inclusivity → deadlines → fundraising → photos → themes → quality,No,No,"Full 9-email YBA First Touch sequence. Email 1 pitch: '6 No’s': No contracts / No set page counts / No deadlines / No minimum order requirements / No cost to our schools / No stress of trying to make predictions. Email 3: custom pages + digital signatures inclusivity pitch. Email 4: late deadline pitch. Email 5: fundraising (yearbook sales, club books, ads). Email 6: crowdsource photos (Google Drive, Instagram, Facebook, unlimited storage, app). Email 7: 300+ themes + InDesign note + 'ask Allison possibly' for image. Email 8: reply asking for sample. Email 9: PUR binding + 100lb recycled paper specs + quality details. Notes show Morgan coordinating with Allison (design) for images.",Medium,
TR-0717,SequencesToSort,_root,Formulas I used :) (TR-0717),Word,https://docs.google.com/document/d/1Qg7XHEjY-eeazSZjBOgjfE8W8KLIBIHO/edit?usp=drivesdk,Sequence Authorship — MORGAN'S Handlebars Formula Library ('Formulas I used :)'; day-of-week greetings; nested variables),Reviewed - Verified,Critical,9,Sequence Authorship — Morgan’s personal Outreach variable formula library; day-of-week greetings; nested conditionals,Formulas I used :)'; Nickname or Account Name; 'The' + Yearbook Name nested; Parent Org variable; Day-of-week greetings: '{{#if is_monday}}Hope you have a lovely Monday!{{/if}} / {{#if is_friday}}Hope you have an amazing weekend!{{/if}}'; '{{#if account.custom11}}{{account.custom11}} {{last_name}}{{else}}{{title}} {{last_name}}{{/if}}',Critical — Morgan documented her own Handlebars formula library for the team; shows her technical depth with Outreach personalization,Morgan invented and documented the personalization formulas the entire SDR team used — technical ownership of variable system,No,No,"Morgan's personal Handlebars variable formula library, documented for the team. Titled 'Formulas I used :)' The formulas include: (1) Nickname if exists, otherwise Account Name: {{#if account.custom9}}...{{/if}}. (2) 'The' + Yearbook Name if exists, else 'the yearbook at' + Nickname or Account Name (triple-nested). (3) Parent Org variable: {{#if account.custom16}}the {{account.custom16}}{{else}} your organization{{/if}}. (4) Day-of-week conditional greetings: {{#if is_monday}}Hope you have a lovely Monday!{{/if}} through {{#if is_friday}}Hope you have an amazing weekend!{{/if}}. (5) Nickname + Parent Org combination. (6) Complex yearbook name subject line formula. (7) Salutation + last name or title + last name. This confirms Morgan invented the personalization variable system the SDR team used across all sequences.",Medium,
TR-0718,SequencesToSort,_root,Private Administrators (TR-0718) - 'My son went to private'; California 'San Mateo to be exact!'; 3.5M trees,Word,https://docs.google.com/document/d/1tANzfDoXLZVu2wVF27BoWAFjfENMyhw8/edit?usp=drivesdk,Sequence Authorship — Private School Admin Sequence (3 variants; 'My son went to private'; CA 'San Mateo'; $4M raised),Reviewed - Verified,Critical,8,Sequence Authorship — Private admin sequence; 3 variants (single/multi-admin/CA); personal disclosure; 3.5M trees,"3 variants: (1) Single admin: 'My name is Morgan... my son went to private for the past few years, so I have a little additional understanding in that regard'; (2) Multiple admins: '$4M raised; 3.5 million trees; TreeRing shares many goals of private schools: community, environment, digital'; (3) California: 'headquartered right in California. San Mateo to be exact!'",Critical — Morgan’s 3-variant private school sequence; personal son disclosure; CA geo-targeting; multi-admin version,Private school sequence with 3 custom variants; Morgan’s most personalized audience targeting,No,No,"Morgan's 'Private Administrators' sequence with three customized variants based on school context. Variant 1 (single admin): 'My name is Morgan, and I’m reaching out in regard to the yearbook at your school... I think our unique approach is a great fit for private schools (my son went to private for the past few years, so I have a little additional understanding in that regard).' '3 million trees.' Variant 2 (multiple admins): 'We’ve helped our schools raise $4 million over time. We’ve planted more than 3.5 million trees. TreeRing shares many goals of private schools: community, environment, digital age.' Variant 3 (California): 'We’re a flexible, eco-friendly yearbook provider that’s headquartered right in California. San Mateo to be exact!' '3 million trees.' Shows Morgan’s three-segment private school approach.",Medium,
TR-0719,SequencesToSort,_root,"COVID Check-In Email (TR-0719) - '2nd grader's distance learning'; 3-option response format; 'healthy, safe'",Word,https://docs.google.com/document/d/1nxoVMrrCUmveyxwAwOtz8YET2W70-nmD/edit?usp=drivesdk,Sequence Authorship — COVID Check-In Email ('I’ve been managing a 2nd grader’s distance learning and it is taxing'; 3-option reply),Reviewed - Verified,Critical,7,"Sequence Authorship — COVID check-in; '2nd grader’s distance learning'; 3-option reply; 'healthy, safe and managing'","I’ve been working and managing a 2nd grader’s distance learning and it is taxing. How are you and your family doing?' Three-option format: (1) still want to chat; (2) decided not to pursue; (3) free to chat this week. 'Hope to hear from you, but more importantly I hope you’re healthy, safe and managing this massive transition.'",Critical — Morgan uses personal disclosure (2nd grader/distance learning) + 3-option response to reduce friction during COVID,Personal disclosure: Morgan’s 2nd grader doing distance learning = genuine empathy + credibility with school community during COVID,No,No,"Morgan's COVID check-in email for prospects already in conversation. Personal disclosure: 'I’ve been working and managing a 2nd grader’s distance learning and it is taxing. How are you and your family doing right now? Hanging in there I hope!' Three-option reply structure to reduce friction: (1) 'You still want to chat, just don’t know when. Don’t worry, I’m happy to follow up every 2-3 weeks.' (2) 'You’ve decided not to pursue other yearbook options for now.' (3) 'You’re free to chat this week or next? Say when.' Closes: 'Hope to hear from you, but more importantly I hope you’re healthy, safe and managing this massive transition.' Genuine empathy-first approach during COVID crisis.",Medium,
TR-0720,SequencesToSort,_root,Empty Placeholder - Email 9 / Email 10 (TR-0720),Word,https://docs.google.com/document/d/1bsiZWjkC9yMGC21T14BxGeJHya-CHdtp/edit?usp=drivesdk,Empty Placeholder — 'Email 9 / Email 10' only,Reviewed - No Evidence,Low,0,Empty placeholder,Two lines only: 'Email 9' and 'Email 10',None — empty placeholder,Empty sequence placeholder,No,No,File contains only two lines: 'Email 9' and 'Email 10.' Empty sequence step placeholder with no content.,Medium,
TR-0721,SequencesToSort,_root,TreeRing COVID Template (TR-0721) - 'Is your yearbook company doing this for you?'; 5 crisis features,Word,https://docs.google.com/document/d/1RQaYs_c0YubDlHnb5FIMjFR0OyIUXl61/edit?usp=drivesdk,Sequence Authorship — COVID Template ('Is your yearbook company doing this for you?'; Ship to Home $2.99; e-sign; cancel option),Reviewed - Verified,High,7,Sequence Authorship — COVID outreach template; 5 crisis features; cancel/reduce order option; 'Warmly',"Subject: 'Is your yearbook company doing this for you?'; 5 features: Ship to Home $2.99 (vs $7.99), Changing Deadlines, Blog + Recognition Ads, Signatures (e-sign), reduce/cancel option ('no contracts, no minimum orders!'); 'With school closures becoming the new normal...'",High — COVID adaptation shows Morgan’s crisis response skills; cancel option was a new feature specifically for COVID,Morgan rapidly adapted pitch to COVID: 5 specifically crisis-relevant features including cancel option,No,No,"COVID-era outreach template. Subject: 'Is your yearbook company doing this for you?' Opens: 'With the massive disruptions this spring, we know that many editors are struggling to finish their 2019-2020 yearbook. Deadlines are tight and schools are closed... Please don’t [lose hope], because we’re here for you ❤️.' Five crisis features: (1) Ship to Home $2.99 flat rate vs. usual $7.99; (2) Changing Deadlines + store open forever; (3) Blog + Recognition Ads for empty pages; (4) Signatures e-sign feature; (5) Reduce page count or cancel entirely ('no contracts, no minimum orders!'). Closes 'Warmly.'",Medium,
TR-0722,SequencesToSort,_root,Empty File (TR-0722),Word,https://docs.google.com/document/d/1j2xB-VTaawEX0p6BRUFnE7Lu4szajC5m/edit?usp=drivesdk,Empty File — No Content,Reviewed - No Evidence,Low,0,Empty file,N/A,None — empty,Empty file,No,No,File returned no content. Empty document.,Medium,
TR-0723,SequencesToSort,_root,Title 1 - CA Principals (TR-0723) - 'As a mom myself'; San Mateo; $4M raised; 3M trees; mom-to-mom angle,Word,https://docs.google.com/document/d/1ur1SRV18YK71YB3jOQ-k1Q-Ec0hzB0Zy/edit?usp=drivesdk,Sequence Authorship — Title 1 CA Principal Sequence ('As a mom myself'; San Mateo; $4M raised; 3M trees; 'parents LOVE'),Reviewed - Verified,Critical,8,Sequence Authorship — Title 1 CA Principal; Morgan signed; 'As a mom myself'; San Mateo HQ; $4M; 3M trees,"My name is Morgan... I’m also headquartered right in California -- San Mateo to be exact'; 'As a mom myself, I think we’re perfect for elementary schools like yours -- getting started as a volunteer has never been easier, and our free customization is a really wholesome addition that parents LOVE'; '$4 million; 3 million trees'",Critical — Morgan uses 'As a mom myself' + California HQ to create mom-to-mom credibility with Title 1 ES principals,Triple credibility: 'My name is Morgan' + 'Mom myself' + 'San Mateo' = most personal and localized Title 1 sequence,No,No,"Morgan's Title 1 California Principal sequence. Opens: 'My name is Morgan, and I’m writing in regard to the yearbook. Hope you had a fantastic winter break!' 'I’m not sure if I’m in the right place...' 'We’re a flexible, eco-friendly option for yearbooks. We’re also headquartered right in California -- San Mateo to be exact :).' 'No cost to schools, no contracts and no minimum orders. We’ve helped our customers raise nearly $4 million and we’ve planted more than 3 million trees!!' 'Even if it’s just to chat about possibilities for the future, I’d love to connect with the right person. As a mom myself, I think we’re perfect for elementary schools like yours -- getting started as a volunteer has never been easier, and our free customization is a really wholesome addition that parents LOVE.'",Medium,
TR-0724,SequencesToSort,_root,Private Administrators Re-Approach (TR-0724) - 2 variants (standard + CA); CC research step; $4M; trees,Word,https://docs.google.com/document/d/17XHdng9XcknjhjWfLoXlbbmLolC1h23g/edit?usp=drivesdk,Sequence Authorship — Private Admin Re-Approach (standard + CA variants; CC second contact research step; $4M raised),Reviewed - Verified,High,7,Sequence Authorship — Private admin re-approach; 2 variants; Step 2: research CC second contact; $4M; trees; custom pages,"Standard: 'I’m curious if your yearbook is currently under contract?'; California: 'headquartered right in California (San Mateo to be exact)'; Step 2 (Task): 'Look at the school website and find at least one person to CC, mentioning this in the PS'; $4M raised; trees; custom pages; storefront forever",High — CC research step in Step 2 shows Morgan’s multi-thread approach; CA geo-targeting; $4M metric,Step 2 task: 'Look at the school website and find at least one person to CC' = Morgan’s multi-thread outreach strategy,No,No,"Morgan's private school administrator re-approach sequence (2 variants + task step). Standard variant: 'I’m curious if your yearbook is currently under contract? Would your school be interested in exploring a flexible, eco-friendly option for next year? TreeRing offers the same quality as traditional publishers, but our approach is much more transparent.' $4M raised; trees; custom pages; storefront forever. California variant: adds 'San Mateo to be exact.' Step 2 task: 'Look at the school website and find at least one person to CC, mentioning this in the PS.' CC script: 'Hello -- just wanted to circle back, and copy [name] on this email as well.' Morgan’s multi-threading research strategy documented.",Medium,
TR-0725,SequencesToSort,_root,Private Advisor Referred Follow-Up (TR-0725) - Short; 'as you might remember'; design software tour,Word,https://docs.google.com/document/d/1XOdSZDZOgFgbg-HnyxxemOWHhn5nVkbz/edit?usp=drivesdk,Sequence Authorship — Private Advisor Referred Follow-Up (short; 'as you might remember'; design software tour offer),Reviewed - Verified,High,4,Sequence Authorship — Short private advisor referred follow-up; design software tour; sample offer,"Private Advisor, Referred by Admin, Office, etc.' / 'I’m not sure if I’m still in the right place, but I’m writing to follow up'; 'As you might remember...'; tour of design software + samples offer",Moderate — short referred follow-up showing Morgan’s routing strategy,Referred follow-up for private school advisor after initial admin routing,No,No,"Short private school advisor follow-up (referred by admin). Step 1: 'I’m not sure if I’m still in the right place, but I’m writing to follow up regarding the yearbook and TreeRing. As you might remember, I have the pleasure of working with TreeRing... Would you be interested in taking a look at our design software sometime this year, just to compare/contrast? Also, would you be interested in having a few samples to flip through?' Companion to TR-0718's private school sequences.",Medium,
TR-0726,SequencesToSort,_root,Private Office Staff 'Hi Kimberly' (TR-0726) - Specific school; 'worked in offices myself'; Providence Catholic,Word,https://docs.google.com/document/d/1ZCJfkJ7910-3bQYQbsGshpC5-SetTkUD/edit?usp=drivesdk,Sequence Authorship — Private Office Staff ('Hi Kimberly'; Providence Catholic; 'I’ve worked in offices before myself'),Reviewed - Verified,Critical,7,Sequence Authorship — Morgan targets specific office contact by name; personal empathy disclosure; Providence Catholic,"Hi Kimberly, My name is Morgan -- I saw that you work in the office at Providence Catholic, and I’m wondering if you might be able to help me? I work with an eco-friendly yearbook company called TreeRing. I don’t want to bother (I’ve worked in offices before myself and I totally get it)'",Critical — Morgan personally researched + named Kimberly at Providence Catholic; personal empathy: 'I’ve worked in offices before',I’ve worked in offices before myself and I totally get it' = personal empathy for gatekeepers; specific school research,No,No,"Morgan's private school office staff routing email targeting 'Kimberly' at Providence Catholic. 'Hi Kimberly, My name is Morgan -- I saw that you work in the office at Providence Catholic, and I’m wondering if you might be able to help me? I work with an eco-friendly yearbook company called TreeRing. I don’t want to bother (I’ve worked in offices before myself and I totally get it), but I’d love to get a little bit of information to the right person. Can you tell me who I might be able to contact regarding the yearbook, or send a few samples to just as an FYI?' Empathy disclosure. Sample offer framed as non-threatening ('even if your school is all set for now').",Medium,
TR-0727,SequencesToSort,_root,HTML Calendar Button Template (TR-0727) - calendly.com/morgan-treering; TreeRing green #84ad3e,HTML,https://docs.google.com/document/d/1HJv_fjvWts7f43Id-RAdmZsCu-ppRcqs/edit?usp=drivesdk,Sequence Authorship — Morgan’s HTML Calendar Button Template (calendly.com/morgan-treering; TreeRing green #84ad3e),Reviewed - Verified,High,5,Sequence Authorship — Morgan’s HTML email template with styled calendar button; confirms calendly.com/morgan-treering,HTML table-based green button (#84ad3e = TreeRing brand green) linking to calendly.com/morgan-treering with text 'View My Calendar →'; placeholder email body,Moderate — HTML calendar button confirms Morgan used branded HTML in Outreach; calendly.com/morgan-treering confirmed,Morgan used custom HTML branded with TreeRing green (#84ad3e) in Outreach emails; calendly/morgan-treering in button,No,No,"Morgan's HTML email template with styled calendar booking button. HTML table structure with TreeRing brand green (#84ad3e) background, white text, 'View My Calendar →' label linking to calendly.com/morgan-treering. Placeholder: 'Email body text here, hope you’re doing well :). / Paragraph here about TreeRing, etc. We’re so great, we make awesome yearbooks.' This confirms Morgan created custom HTML email templates with branded calendar buttons for her sequences, integrating her Calendly scheduling directly.",Medium,
TR-0728,SequencesToSort,_root,Sample Check-In 2-Step (TR-0728) - 'Did it land in the right place?'; timeline question,Word,https://docs.google.com/document/d/1e2emt1-ibfpohtU8Eof94TKnUnAGEJJp/edit?usp=drivesdk,Sequence Authorship — Sample Check-In Sequence (2 steps; 'Did it land in the right place?'; timeline question),Reviewed - Verified,High,4,Sequence Authorship — 2-step sample check-in; 'Did it land in the right place?'; timeline question,"Step 1: 'Just wanted to check in, and make sure you received the sample we sent. Did it land in the right place?'; Step 2 (Reply): 'I hope your package arrived as expected. I’m curious what your timeline looks like?... I don’t want to bother before it’s time to start thinking about it :)'",Moderate — 2-step sample check-in confirms Morgan’s sample follow-up process,Confirms Morgan had a dedicated 2-step sample tracking sequence after sending books,No,No,"Morgan's 2-step sample book follow-up sequence. Step 1: 'Just wanted to check in, and make sure you received the sample we sent. Did it land in the right place? Thank you so much.' Step 2 (Reply, next day or shortly after): 'I hope your package arrived as expected -- please let me know if you have any trouble tracking it down. Also, I’m curious what your timeline looks like? I’d love to get your thoughts on the samples and go into a little more detail on what we have to offer, but I don’t want to bother before it’s time to start thinking about it :).' Confirms Morgan’s systematic sample tracking process.",Medium,
TR-0729,SequencesToSort,_root,Still a Good Time? Follow-Up (TR-0729) - 2-step; calendly.com/morgan-treering,Word,https://docs.google.com/document/d/1i-qbMh05TCNXmegdRsWy4SS0Wu4y7mzi/edit?usp=drivesdk,Sequence Authorship — 'Still a good time?' Follow-Up (2 steps; calendly.com/morgan-treering),Reviewed - Verified,High,4,Sequence Authorship — Time-specific follow-up; 2 steps; calendly.com/morgan-treering in step 2,"Still a good time? Hi {{first_name}}, Just a quick note to circle back'; Step 2 reply: 'Wondering if this is still a good time... I also wanted to make sure I shared this link to my calendar: https://calendly.com/morgan-treering'",Moderate — 2-step follow-up; calendar link confirms Morgan’s scheduling approach,calendly.com/morgan-treering confirmed in step 2 link,No,No,"2-step timing follow-up sequence. Step 1: 'Just a quick note to circle back, hope you’re doing well! If May is still a good time to chat about the yearbook, I’d love to touch base. Can I give you a quick call this week or next?' Step 2 (Reply): 'Just a quick bump! Wondering if this is still a good time to connect regarding the yearbook? I also wanted to make sure I shared this link to my calendar: https://calendly.com/morgan-treering. You’re welcome to browse my availability, and schedule directly!'",Medium,
TR-0730,SequencesToSort,_root,Local Delivery Pitch (TR-0730) - 'I live very close by'; Amherst; 'I'd love to personally deliver a sample'; 3M trees,Word,https://docs.google.com/document/d/1lkrzpHWG5Q6HUS17HNjlAHhxhbYqrXPZ/edit?usp=drivesdk,Sequence Authorship — LOCAL DELIVERY PITCH ('I live close by'; Amherst; personal delivery; San Mateo; 3M trees; 'employees nearest to us'),Reviewed - Verified,Critical,9,Sequence Authorship — Morgan’s local delivery strategy; 'Amherst deserves love'; 'personally deliver a sample'; San Mateo remote team,"My name is Morgan... I realize it’s a bit odd that I’m reaching out as summer approaches, but it’s actually because I live very close by and I happen to work for an up-and-coming publisher — TreeRing Yearbooks. They’re based in San Mateo, but I work remotely... Amherst definitely deserves some love too!! If my timing isn’t completely horrible, I’d love to personally deliver a sample.'",Critical — Morgan’s local delivery strategy: geographic proximity + personal delivery = unique warm-opening approach; 'Amherst deserves love' shows specific school research,Morgan used proximity + personal delivery as unique warm opener; names specific school 'Amherst'; 'most wholesome company',No,No,"Morgan’s local proximity email strategy. Subject: '{{company_name}} yearbook?' 'My name is Morgan, and I’m writing in regard to the yearbook at {{company_name}}. I realize it’s a bit odd that I’m reaching out as summer approaches, but it’s actually because I live very close by and I happen to work for an up-and-coming publisher — TreeRing Yearbooks. They’re based in San Mateo, but I work remotely as part of their sales + marketing team! Since we have employees spread throughout the country, I suggested that we all contact the schools nearest to us this summer. Amherst definitely deserves some love too!! Here’s a quick video... If my timing isn’t completely horrible, I’d love to personally deliver a sample. Is there a good time to stop by and drop one off + possibly chat about your program?' 3M trees. Reply: offer to leave book with office. Shows Morgan’s in-person sample delivery strategy for local schools.",Medium,
TR-0731,SequencesToSort,_root,"Local Routing Emails (Rows 915, 916) - 'My name is Morgan, I live close by'; office staff; sample delivery offer",Word,https://docs.google.com/document/d/1681FYk4YEDC4wbLshxDHOBVvz1u-0wSZ/edit?usp=drivesdk,Sequence Authorship — Local Routing Emails (2 companion versions; 'I live close by'; sample delivery; office staff),Reviewed - Verified,High,6,"Sequence Authorship — Local routing; 'I live close by, I’d love to drop off a sample'; office staff + PTA routing","Row 915 (PTA/group): 'My name is Morgan... I live pretty close to the school, and I’d love to drop off a sample book personally'; Row 916 (office): 'I saw that you work in the office at {{company_name}}... I live close to the school... I’d love to drop off a sample yearbook'",High — Morgan’s local delivery strategy for routing contacts; two persona variants,Morgan adapted local delivery strategy for both PTA and office staff routing scenarios,No,No,"Two companion local routing emails. Row 915 (group/PTA): 'My name is Morgan... I live pretty close to the school, and I’d love to drop off a sample book personally — I just wanted to check with someone first, and make sure it gets into the right hands! By any chance, do you know who manages things?' Row 916 (office staff): 'My name is Morgan -- I saw that you work in the office at {{company_name}}... I live close to the school... I’d love to drop off a sample yearbook for your school’s team to flip through! I know it’s a busy time, but is there any way I could stop by and leave a book with the office?' Both use local proximity as the opening hook for routing to the right contact.",Medium,
TR-0732,SequencesToSort,_root,Early 2-Step Morgan Sequence (TR-0733) - Sidekick tracking; 'woman who answered was very kind'; custom pages,Word,https://docs.google.com/document/d/1Pp2eSU6iZCDY11MoDNsQzOhhyeHuyWKR/edit?usp=drivesdk,Sequence Authorship — YBA Local Delivery ('most wholesome company I’ve ever worked for'; 'almost four years'; drop-off offer),Reviewed - Verified,Critical,7,Sequence Authorship — YBA local delivery; 'most wholesome company'; 4 years tenure; 10K customers; 3M trees; drop-off,"I live very close by... I’ve been with them for almost four years, and I can say with confidence that it’s the most wholesome company I’ve ever worked for -- we have nearly 10,000 happy customers nationwide, and we’ve planted more than 3 million trees! I think our area definitely deserves some love too!! Is there any way I could drop off a sample yearbook?'",Critical — 'Most wholesome company I’ve ever worked for' = rare genuine company endorsement; 4 years tenure + 10K customers,Most wholesome company I’ve ever worked for' — Morgan’s strongest personal endorsement of TreeRing in any sequence,No,No,"Morgan's YBA local delivery sequence (two companion versions in rows 917 and 919). 'My name is Morgan and I’m reaching out in regard to the yearbook at {{company_name}}. More specifically, I live very close by and I happen to work for an up-and-coming, eco-friendly publisher: TreeRing Yearbooks. They’re based in San Mateo, but I work remotely as part of their sales + marketing team. I’ve been with them for almost four years, and I can say with confidence that it’s the most wholesome company I’ve ever worked for -- we have nearly 10,000 happy customers nationwide, and we’ve planted more than 3 million trees! Since we have employees spread throughout the country, we decided to contact the schools nearest to us this summer. I think our area definitely deserves some love too!! Is there any way I could drop off a sample yearbook for you to flip through, and perhaps keep for the future?'",Medium,
TR-0733,SequencesToSort,_root,Early 2-Step Morgan Sequence (TR-0733) - Sidekick tracking; 'woman who answered was very kind'; custom pages,Word,https://docs.google.com/document/d/1yS-WwOztvbmAk86p4MfNEJ6e5xnRkrtu/edit?usp=drivesdk,Sequence Authorship — Early 2-Step Sequence (Sidekick tracking; 'woman who answered was very kind'; custom pages; district reference),Reviewed - Verified,Critical,7,Sequence Authorship — Early Morgan sequence; Sidekick email tracking; 'woman who answered was very kind'; custom pages; district,"Hi Mr/Ms. [Last Name], My name is Morgan. I called [school name], and the woman who answered (who was very kind) said you might be the best person to speak with about the yearbook. Hope I made it to the right place!' Sidekick tracking link; 'two free custom pages for every student'; 'working with a few schools in your district'",Critical — Sidekick tracking = early era (2016-17 IST); 'woman who answered was very kind' = Morgan’s empathetic GK approach; custom pages already core,Sidekick link = pre-Outreach era; 'woman who answered was very kind' = Morgan’s early empathetic GK strategy already formed,No,No,"Morgan's early-era 2-step outreach sequence (Sidekick tracking = pre-Outreach, ~2016-17). Step 1: 'Hi Mr/Ms. [Last Name], My name is Morgan. I called [school name], and the woman who answered (who was very kind) said you might be the best person to speak with about the yearbook. Hope I made it to the right place!' Sidekick tracking URL in link. 'We allow parents to buy directly. There are no contracts, no deposits, no leftovers, and no deadlines. Just beautiful keepsakes, featuring two free custom pages for every student, at no cost to your school. We have the pleasure of working with a few schools in your district, and they’ve been really pleased.' Step 2 (Reply, 5-7 days later): 'Just thought I’d give this a quick bump to the top of your inbox... we’d love to show you what TreeRing has to offer!' Uses 'quick bump' language later removed by CC.",Medium,
