Role / Company,Bullet Point,hidden_gem_score,hidden_gem_reason
Treering Yearbooks,"Built custom Salesforce dashboards and reports to track customer journey progression and campaign performance, surfacing $3M+ in stale pipeline for re-prioritization and revenue recovery.",92.0,"This bullet is exceptional because it directly links technical Salesforce implementation to a specific, high-impact financial outcome ($3M+ revenue recovery) rather than just listing job duties."
Treering Yearbooks,"Generated $1M+ in sourced revenue by architecting multi-touch Outreach.io sequences and integrating Salesforce data hygiene workflows, exceeding first-year targets by 17% through systematic pipeline re-prioritization.",92.0,"This bullet is a standout because it bridges the gap between technical operations (Salesforce hygiene, Outreach.io architecture) and high-level financial impact, providing a rare, quantifiable link between CRM maintenance and revenue growth."
Treering Yearbooks,"Architected A/B testing roadmaps for 100+ email campaigns, leveraging Outreach.io and Salesforce to optimize messaging, resulting in a 34% reply rate for high-value in-contract sequences.",92.0,"The bullet provides a rare combination of specific tool proficiency, a high-volume testing methodology, and a highly impressive, quantifiable outcome for a specific segment of the sales funnel."
Treering Yearbooks,"Audited Salesforce records to identify $3M+ in stale pipeline across 2,933 accounts and built a CRM-error monitoring system to improve data hygiene and reporting accuracy",92.0,"The bullet combines a high-impact financial metric with a specific technical solution, demonstrating both business acumen and the ability to build scalable systems to prevent future operational debt."
Treering Yearbooks,"Launched a 6-sequence email program across 3,337 prospects, achieving a 63% average open rate and 8.7% reply rate through systematic A/B testing and Outreach.io optimization",92.0,"The bullet provides highly specific, granular data points and names the exact methodology and toolset used, demonstrating a sophisticated, data-driven approach to sales automation."
Treering Yearbooks,"Architected a year-long lifecycle email program across 16 sequences, achieving a 63% average open rate and 8.7% reply rate for 3,337 prospects by implementing rigorous QA and segment-specific personalization",92.0,"The bullet provides an exceptional combination of scale, granular performance metrics, and a clear technical methodology that demonstrates both strategic planning and execution excellence."
Treering Yearbooks,"Authored niche email campaigns for private and Title 1 schools, achieving a 54% reply rate through precise copywriting and segment-specific personalization.",92.0,"The bullet combines a highly specific, impressive metric with a nuanced understanding of market segmentation, demonstrating both technical proficiency and strategic empathy."
Treering Yearbooks,"Orchestrated high-performing email sequences for niche segments, achieving a 63% average open rate across 6 campaigns and a 34% reply rate for in-contract nurture flows",92.0,The inclusion of a 34% reply rate for nurture flows is a rare and highly impressive metric that demonstrates genuine engagement and sophisticated copywriting skill beyond standard open rates.
Treering Yearbooks,"Designed a 14-step district outreach sequence and branded presentation kits for educators and parents, achieving a 74% open and 22% reply rate for PTA Council campaigns",92.0,"The bullet demonstrates high-level strategic thinking by quantifying a complex multi-step workflow and providing specific, impressive engagement metrics that prove direct business impact."
Treering Yearbooks,"Authored 100+ niche email campaigns using multi-touch sequencing and variable logic, achieving results such as an 85% open and 39% reply rate for Hot Zone prospects.",92.0,"The bullet provides rare, high-level specificity by quantifying both the technical complexity of the sequencing logic and the exceptional conversion metrics for a targeted prospect segment."
Treering Yearbooks,"Built an 8-step SDR onboarding website and training materials for 129 Outreach sequences, establishing the official enablement infrastructure for a 20+ member remote team",92.0,This bullet demonstrates high-level operational impact by quantifying the scale of the enablement infrastructure and showing a direct contribution to team scalability and process standardization.
Treering Yearbooks,"Engineered a 14-step PTA council outreach program using Outreach.io and Thnks gifting, generating a 74% open rate and 22% reply rate among hard-to-reach audiences",92.0,"The bullet demonstrates high-level strategic thinking by detailing a specific multi-step workflow, naming the exact tech stack, and providing impressive, verifiable conversion metrics for a notoriously difficult target demographic."
Treering Yearbooks,"Architected a 16-sequence lifecycle program for 3,337 prospects, achieving a 63% average open rate and 8.7% reply rate through rigorous A/B testing and CRM-integrated segmentation.",92.0,"The bullet provides highly specific, granular data points that demonstrate both technical CRM expertise and a sophisticated understanding of conversion funnel optimization."
Treering Yearbooks,"Launched a 14-step district and PTA outreach model to expand multi-school procurement pathways, achieving a 74% open and 22% reply rate for PTA Council campaigns",92.0,"This bullet is exceptional because it quantifies a complex, multi-step process with specific conversion metrics that demonstrate both strategic operational design and high-level sales execution."
Treering Yearbooks,"Designed a 14-step district and PTA council outreach strategy and trained the team on Salesforce setup, achieving a 74% open and 22% reply rate",92.0,"The bullet combines a highly specific, repeatable process (14-step strategy) with rare, granular metrics (open and reply rates) that demonstrate both strategic planning and technical execution."
Treering Yearbooks,Architected go-to-market enablement programs by synthesizing VOC research from 181 pages of survey data into 16 rebuilt sequences and standardized cross-functional launch communications,92.0,"The bullet provides highly specific quantitative evidence of a complex synthesis process, demonstrating both analytical rigor and tangible operational output that goes far beyond standard 'market research' claims."
Treering Yearbooks,"Architected and executed full-funnel lifecycle campaigns for 3,337 prospects, achieving a 63% average open rate and 8.7% reply rate through rigorous A/B testing and audience segmentation",92.0,"The inclusion of a highly specific prospect count combined with precise, high-performing conversion metrics demonstrates exceptional data-driven rigor and tangible business impact."
Treering Yearbooks,"Authored multi-channel outreach for educators, districts, and parents, including a PTA Council strategy that achieved a 74% open rate and 22% reply rate",92.0,"The inclusion of highly specific, high-performing engagement metrics (74% open rate, 22% reply rate) for a niche audience demonstrates exceptional strategic competence and data-driven results."
Treering Yearbooks,"Architected a 16-sequence lifecycle program across 6 personas, implementing a 14-category QA checklist that drove open rates up to 83% and reply rates up to 38% for key segments",92.0,"The bullet demonstrates high-level strategic architecture and operational rigor by quantifying both the complexity of the system and the specific, impressive performance outcomes."
Treering Yearbooks,"Founded and chaired the Content Committee to unify Sales and Marketing messaging, applying 181 pages of VOC research to architect a 16-sequence program across 6 personas",92.0,"The bullet demonstrates high-level strategic synthesis by quantifying the research volume and mapping it to a complex, multi-persona execution framework, which signals rare cross-functional leadership and analytical rigor."
Treering Yearbooks,- Mapped reference personas across the K–12 buying unit and maintained a living “reference map” by geography; used proximity proof (“nearby schools using Treering”) to boost credibility and accelerate first calls,92.0,"This bullet demonstrates a sophisticated, data-driven approach to sales enablement by quantifying the 'proximity proof' strategy, which reveals a deep understanding of B2B buying psychology and operationalizing influence."
Treering Yearbooks,"Architected lifecycle outreach in Outreach.io, building a 129-sequence library that achieved a 63% average open rate across 3,337 prospects during the January 2022 launch",92.0,"The bullet provides an exceptional combination of technical tool mastery, massive scale, and highly specific performance metrics that demonstrate both strategic planning and execution excellence."
Treering Yearbooks,"Authored empathy-driven email campaigns for hard-to-reach PTA audiences, achieving a 74% open rate and 22% reply rate with zero opt-outs",92.0,"The combination of a highly specific, high-performance metric with the rare achievement of zero opt-outs demonstrates exceptional audience segmentation and messaging precision."
Treering Yearbooks,"Optimized campaign performance by executing A/B and multivariate testing across 129 Outreach sequences, driving a 63% average open rate for the January 2022 launch.",92.0,The bullet provides highly specific data points—129 sequences and a 63% open rate—that demonstrate both technical rigor in testing methodology and exceptional performance outcomes.
Treering Yearbooks,"Engineered audience segmentation and personalization logic across 129 Outreach sequences, driving a 63% average open rate for a 3,337-prospect campaign launch.",92.0,"The bullet provides highly specific, granular data points that demonstrate both technical complexity in logic engineering and significant, measurable business impact."
Treering Yearbooks,"Implemented Iterable multi-channel CRM workflows to scale lifecycle marketing, achieving a 63% average open rate across 3,337 prospects during the January 2022 sequence launch",92.0,"The bullet provides an exceptional level of precision by citing a specific CRM tool, a highly impressive open rate metric, and a granular sample size, demonstrating both technical proficiency and tangible business impact."
Treering Yearbooks,"Audited Salesforce records to identify $3M+ in stale pipeline across 2,933 accounts, implementing a self-built prioritization system to optimize targeted outreach and recover unworked revenue",92.0,The bullet combines high-stakes financial impact with specific data volume and demonstrates technical initiative by building a custom prioritization system rather than just using existing tools.
Treering Yearbooks,"Designed and executed VOC research instruments, including a 181-page feedback survey, to inform the 2022-2023 rebuild of 16 core sales sequences.",92.0,"The inclusion of the specific '181-page' detail provides rare, tangible evidence of the scale and rigor of the research process, transforming a standard task into a high-effort, data-driven achievement."
Treering Yearbooks,"Rebuilt 16 sales sequences across 6 personas as Chair of the Content Committee, using 181 pages of VOC research to align messaging with lifecycle stages and funnel goals",92.0,"The inclusion of specific data points like '181 pages of VOC research' provides rare, tangible evidence of the depth of analysis and strategic rigor behind the execution."
Treering Yearbooks,Exceeded Year 1 revenue targets by 17% as the first outbound hire to surpass $1M in sourced revenue while optimizing outbound sales processes.,92.0,"The bullet combines a specific, high-impact revenue milestone with the rare 'first hire' context, demonstrating both individual performance and the ability to build scalable processes from scratch."
Treering Yearbooks,"Generated $1M+ in sourced revenue as the first outbound hire to reach this milestone, exceeding the Year 1 revenue target by 17%",92.0,"The bullet provides high-impact financial metrics while establishing the candidate's unique value as a 'first hire' pioneer, which signals both high performance and the ability to build processes from scratch."
Treering Yearbooks,"Secured two Top Seller awards and a Top 10 company ranking within the first month, leading to a promotion to manager of a 12-member team within six months",92.0,"The bullet provides a rare, high-velocity narrative of rapid promotion and top-tier performance metrics that immediately establishes the candidate as a high-potential outlier."
Treering Yearbooks,"Audited Salesforce CRM data to identify $3M+ in stale pipeline, subsequently reassigning 2,933+ accounts to SDRs to optimize territory coverage and lead follow-up",92.0,This bullet demonstrates high-level analytical rigor and direct revenue impact by quantifying both the financial recovery and the specific operational scale of the account redistribution.
Treering Yearbooks,"Optimized email engagement by A/B testing subject lines, timing, and content, achieving a 63% average open rate and 8.7% reply rate across a 6-sequence suite for 3,337 prospects.",92.0,"The bullet provides highly specific, verifiable metrics across a defined sequence size and audience, demonstrating a sophisticated, data-driven approach to sales or marketing outreach."
Treering Yearbooks,"Led an SDR pod to execute a top-down PTA outreach strategy, pairing Facebook group research with Thnks gifting to achieve a 74% open and 22% reply rate",92.0,"This bullet is exceptional because it quantifies a multi-channel, creative sales strategy with specific conversion metrics that demonstrate both tactical execution and high-level strategic thinking."
Treering Yearbooks,"Spearheaded district-level PTA outreach strategy, designing a 14-step sequence and training the team on Salesforce setup, resulting in a 74% open rate and 22% reply rate",92.0,"The bullet provides a rare combination of specific process engineering (14-step sequence), technical implementation (Salesforce setup), and high-level performance metrics that demonstrate both strategic thinking and operational execution."
Treering Yearbooks,"Authored 100+ high-performing sales sequences and marketing collateral for district and PTA partners, achieving a 74% open rate and 22% reply rate on key channel campaigns.",92.0,"The bullet provides highly specific, quantifiable performance metrics that demonstrate exceptional mastery of email marketing and B2B communication strategy."
Inside Sales Team,"Architected and launched 16 Outreach.io sequences, optimizing cadence and messaging to achieve a 63% average open rate",92.0,"This bullet is a hidden gem because it quantifies both the technical execution of the sales stack and the specific, high-performance outcome of the messaging strategy, moving beyond generic sales metrics."
Inside Sales Team,Architected a Salesforce-synced account prioritization system that identified $3M+ in stale pipeline and standardized territory research methodologies across 565 districts,92.0,This bullet demonstrates high-level operational strategy and technical integration skills that transform a standard sales role into a scalable business process improvement achievement.
Inside Sales Team,"Launched 6 high-volume Outreach.io sequences in January 2022, achieving a 63% average open rate and 8.7% reply rate across 3,337 prospects.",92.0,"This bullet is exceptional because it provides precise, verifiable metrics that demonstrate both technical proficiency with sales tooling and high-level performance benchmarks that far exceed industry averages."
Inside Sales Team,"Architected a 14-step district-level outreach program using Outreach.io, achieving a 74% open rate and 22% reply rate by aligning messaging with PTA council structures and buyer intent",92.0,"The bullet demonstrates high-level strategic thinking by detailing a specific, complex workflow and linking it to a nuanced understanding of organizational decision-making structures rather than just listing sales metrics."
Inside Sales Team,"Architected 16 multi-touch Outreach.io sequences using conditional variable logic and behavioral triggers, achieving an 8.7% average reply rate across 3,337 prospects",92.0,"This bullet demonstrates rare technical proficiency in sales automation tools combined with specific, high-volume data that proves both strategic thinking and tangible performance impact."
Inside Sales Team,"Architected a territory management system for 1,578 schools that increased account coverage and sustained qualified meeting volume through systematic Salesforce-synced prioritization",92.0,"The bullet demonstrates high-level strategic thinking by quantifying the scope (1,578 schools) and linking technical implementation (Salesforce-synced prioritization) directly to sustained business performance."
Treering Yearbooks,"Generated high-intent leads from hard-to-reach PTA audiences by integrating Facebook group research with personalized outreach, achieving a 74% open rate and 22% reply rate.",92.0,"This bullet demonstrates a sophisticated, repeatable methodology for penetrating niche markets and provides highly specific, impressive engagement metrics that prove tangible ROI."
Treering Yearbooks,"Orchestrated a 16-sequence lifecycle program across 6 personas, achieving a 63% average open rate and 8.7% reply rate for 3,337 prospects through systematic A/B testing and VOC-driven content governance",92.0,"The bullet demonstrates high-level strategic orchestration by quantifying the complexity of the lifecycle program, specific conversion metrics, and the sophisticated use of VOC-driven governance to optimize performance."
Inside Sales Team,"Optimized K–12 outreach sequences by implementing conditional variable logic and behavioral segmentation, resulting in a 63% average open rate across 6 core campaigns",92.0,"This bullet demonstrates high-level technical proficiency in sales automation and data-driven strategy, moving beyond generic 'sales' tasks to show sophisticated, scalable process optimization."
Treering Yearbooks,"Audited CRM data and audience flow across Salesforce and Outreach.io to ensure trigger accuracy, identifying $3M+ in stale pipeline through systematic hygiene and account re-prioritization",92.0,"This bullet demonstrates high-level operational impact by quantifying a massive financial recovery ($3M+) directly tied to technical proficiency in CRM hygiene, which is a rare and highly valued skill set."
Treering Yearbooks,"Engineered custom Salesforce dashboards and reporting suites to support a new research role, identifying $3M+ in stale pipeline across 2,933 accounts.",92.0,"The bullet combines technical implementation with a highly specific, high-stakes financial outcome that demonstrates both analytical rigor and direct business impact."
Treering Yearbooks,"Authored 100+ email sequences across niche segments, achieving a 63% average open rate and 8.7% reply rate for the January 2022 launch of 3,337 prospects.",92.0,"The bullet provides exceptional specificity by combining volume, precise segmentation, and high-conversion metrics that demonstrate both technical proficiency and tangible business impact."
Treering Yearbooks,"Engineered Salesforce dashboards and territory tracking systems to surface $3M+ in stale pipeline, enabling targeted re-engagement across 2,933 accounts and 565 districts.",92.0,"The bullet combines high-impact financial results with precise, granular data that demonstrates both technical proficiency and a deep understanding of sales operations at scale."
Element 8 / Strategy LLC,"Designed Strategy LLC's complete brand identity system from scratch, establishing visual standards and digital assets that remain in active use 15+ years later",92.0,"The claim of 15+ years of active use provides rare, powerful evidence of long-term design durability and institutional impact that far exceeds standard branding experience."
Element 8 / Strategy LLC,"Built the complete brand identity system for Strategy LLC, including logos, color palettes, and templates still in active use 15 years after creation",92.0,"The mention of the brand identity remaining in active use 15 years later provides rare, powerful evidence of long-term design durability and institutional impact."
Element 8 / Strategy LLC,"Developed Strategy LLC's complete brand identity and visual system, including print and apparel collateral, establishing a cohesive brand standard that remained in active use for 15+ years",92.0,"The mention of a brand identity remaining in active use for over 15 years provides rare, long-term evidence of design durability and strategic foresight that far exceeds typical short-term project claims."
Element 8 / Strategy LLC,"Built the complete brand identity system for Strategy LLC from scratch, establishing a visual framework and cohesive messaging that remains in active use 15+ years later",92.0,"The longevity of the impact (15+ years) serves as rare, powerful evidence of the candidate's foundational influence and the enduring quality of their strategic work."
Element 8 / Strategy LLC,"Architected Strategy LLC's complete brand identity system, establishing a visual framework across web, social and print that has remained in active use for over 15 years",92.0,"The claim of a brand identity remaining in active use for over 15 years provides rare, powerful evidence of long-term strategic foresight and design durability that far exceeds the typical 'created brand identity' bullet."
Element 8 / Strategy LLC,"Built Strategy LLC's complete brand identity from scratch, creating a visual system that remains in active use 15 years later",92.0,"The claim of a visual system remaining in active use for 15 years provides rare, powerful evidence of long-term design durability and institutional impact that transcends typical short-term project metrics."
USitek,"Built a comprehensive brand identity system from scratch for Strategy LLC, establishing a visual standard that has remained in active use for over 15 years",92.0,"The mention of a 15-year lifespan for a brand identity system provides rare, long-term evidence of design durability and strategic foresight that far exceeds typical short-term project impact."
Inside Sales Team,"Recovered $3M+ in stale pipeline by auditing 2,933+ accounts and deploying targeted re-engagement sequences to stalled budget owners",92.0,"The bullet demonstrates high-level strategic initiative by quantifying both the specific volume of work and the significant financial recovery, moving beyond standard sales metrics to show analytical rigor."
Inside Sales Team,Architected a Salesforce-synced account prioritization system that identified $3M+ in stale pipeline and informed the 22-23 sequence rebuild strategy through VOC research data,92.0,"This bullet demonstrates a rare blend of technical systems architecture, high-dollar financial impact, and data-driven strategic influence that elevates the candidate far above a typical sales role."
Inside Sales Team,Exceeded Year 1 revenue targets by 17% and became the first outbound hire to surpass $1M in sourced revenue,92.0,The bullet combines a strong quantitative metric with a unique 'first-to-achieve' milestone that establishes the candidate as a high-performing outlier within the organization.
Inside Sales Team,"Engineered a multi-stakeholder district tracking system for 1,578 schools across 100+ districts, integrating Salesforce data and Google Earth mapping to increase outreach authenticity and conversion rates",92.0,"The bullet demonstrates a rare intersection of technical initiative, geographic data visualization, and large-scale operational impact that elevates a standard sales role into a strategic engineering function."
Inside Sales Team,"Directed a 12-member BDR team as sole manager within six months of hire, following top-tier sales performance",92.0,"This bullet highlights an exceptional trajectory of rapid promotion based on merit, demonstrating both individual high-performance and the rare ability to transition into leadership within an accelerated timeframe."
Inside Sales Team,"Directed a 12-member BDR team as sole manager within six months of hire, following top-tier sales performance",92.0,"This bullet demonstrates an exceptionally rare 'fast-track' promotion trajectory that signals high-potential leadership and immediate, high-impact performance within a short timeframe."
Inside Sales Team,"Architected a 16-sequence lifecycle program for 6 personas, achieving a 63% average open rate and 8.7% reply rate through VOC-informed messaging and Outreach.io automation",92.0,"This bullet demonstrates high-level strategic thinking by linking specific technical automation to persona-based segmentation and VOC-driven messaging, moving well beyond standard sales metrics."
Inside Sales Team,Architected and maintained an 8-step SDR onboarding website that standardized training for a 20-member remote team and remains official infrastructure as of 2026,92.0,"This bullet demonstrates high-level initiative by transforming a standard sales role into a cross-functional product and operations project that created lasting, scalable infrastructure."
Element 8 / Strategy LLC,"Built the complete brand identity for Strategy LLC, creating a visual system that has remained in active use for over 15 years",92.0,"The longevity of the visual system provides rare, objective proof of high-quality, timeless design work that transcends typical short-term project cycles."
Element 8 / Strategy LLC,"Developed the complete brand identity system for Strategy LLC, creating a visual framework that has remained in active use for over 15 years",92.0,"The claim of a 15-year shelf life for a brand identity provides rare, objective evidence of long-term strategic impact and design durability that transcends typical short-term project metrics."
Element 8 / Strategy LLC,"Built the complete brand identity system for Strategy LLC, establishing a visual foundation that remained in active use for over 15 years across multiple business evolutions",92.0,"The bullet demonstrates exceptional long-term impact and brand durability, proving the candidate's work provided foundational value that survived multiple business pivots over a decade and a half."
Element 8 / Strategy LLC,"Built a comprehensive brand identity system from scratch for Strategy LLC, establishing a visual framework that has remained in active use for over 15 years",92.0,"The mention of a 15-year longevity for a brand system provides rare, objective proof of high-quality, future-proof design work that transcends typical short-term project metrics."
Misc. / Unassigned,"- Impact: Built a customer proof program across 2,000+ accounts contributing $1M+ in sourced revenue; created enablement that delivered 43% reply rates and 80%+ engagement",92.0,"The bullet provides a rare combination of high-scale account management, direct revenue attribution, and specific, high-performance engagement metrics that demonstrate both strategic execution and tactical success."
Element 8 / Strategy LLC,- Spearheaded brand-system development for a new venture; identity remains in use a decade later.,92.0,"The claim of longevity demonstrates rare, high-level strategic foresight and enduring impact that transcends typical short-term project metrics."
Element 8 / Strategy LLC,"- Recruited by CEO to lead visual identity development for new venture, visual systems still in use more than a decade later.",92.0,"The bullet demonstrates high-level trust through direct recruitment by leadership and provides rare, long-term proof of impact by highlighting the decade-long longevity of the work."
Inside Sales Team,- Ranked in the company's Top 10 reps within two months and promoted within six months to lead a 12-person outreach team.,92.0,"This bullet provides a rare combination of rapid individual performance metrics and immediate leadership progression, signaling high-potential talent that stands out in a sales context."
Inside Sales Team,- Ranked among the Top 10 company-wide within two months and promoted to lead a 12-person SDR team within six months.,92.0,"The bullet provides a rare, high-impact narrative of rapid performance-based promotion that demonstrates both individual contributor excellence and immediate leadership potential."
Treering Yearbooks,- Unearthed $3M+ in pipeline via CRM cleanup and field mapping; rebuilt reports/dashboards to sharpen ICP focus and Sales handoffs and improve funnel velocity.,92.0,The use of the verb 'unearthed' combined with a high-impact financial figure and a clear technical narrative makes this a standout example of turning operational maintenance into a strategic revenue driver.
Treering Yearbooks,"- Uncovered $3M+ in outdated CRM records during a data audit, expanding the sales pipeline and reviving key opportunities.",92.0,"This bullet is a hidden gem because it quantifies a massive financial impact from a mundane administrative task, demonstrating both high-level analytical skill and direct revenue generation."
Treering Yearbooks,"- Uncovered $3M+ in hidden pipeline through CRM cleanup, field mapping, and report/dashboard development and analysis.",92.0,"This bullet is a standout because it quantifies a massive financial impact while explicitly detailing the technical methodology (CRM cleanup, field mapping) used to achieve it, transforming a mundane task into a high-value strategic win."
Treering Yearbooks,"- Uncovered $3M+ in dormant Salesforce pipeline, revitalizing outreach strategy and targeting efforts.",92.0,"This bullet demonstrates high-level analytical initiative and direct revenue impact by identifying value in neglected assets, which is a rare and highly desirable trait for sales and operations roles."
Treering Yearbooks,"Executed a systematic Salesforce data hygiene project across 2,900+ accounts, re-prioritizing stale pipeline and uncovering $3M+ in actionable revenue opportunities through improved segmentation and workflow automation.",92.0,"This bullet is exceptional because it quantifies both the scope of the data cleanup and the specific financial impact, demonstrating a rare ability to turn administrative maintenance into high-value revenue generation."
Treering Yearbooks,"Engineered 60+ automated Outreach.io sequences using conditional logic, achieving a 34% reply rate for in-contract accounts and driving $3M+ in stale pipeline recovery through systematic CRM data hygiene.",92.0,This bullet is exceptional because it quantifies both the technical complexity of the automation and the high-value financial outcome of a typically overlooked task like CRM hygiene.
Treering Yearbooks,"Standardized brand voice and content governance for a 100+ email library, driving a 34% reply rate in high-value 'In-Contract' sequences across 2,000+ managed accounts during the 2022 season.",92.0,"This bullet is exceptional because it links high-level brand governance to a specific, high-impact conversion metric within a clearly defined operational scope."
Element 8 / Strategy LLC,"Launched the complete brand identity system for Strategy LLC, creating a visual framework that remains in active use 15 years after initial deployment",92.0,"The bullet demonstrates exceptional long-term impact and durability of work, which is a rare and highly persuasive indicator of quality that transcends typical short-term project metrics."
Element 8 / Strategy LLC,"Built the complete brand identity system for Strategy LLC, establishing visual standards for print, social, and apparel that remain in active use 15+ years later",92.0,"The claim of longevity (15+ years) provides rare, objective proof of the candidate's work quality and enduring strategic impact, which is significantly more impressive than standard design portfolio claims."
Element 8 / Strategy LLC,"Built and managed the complete brand identity system for Strategy LLC, establishing visual standards for print, social, and apparel that remain in active use 15+ years later",92.0,"The claim of longevity (15+ years of active use) provides rare, objective proof of the candidate's work quality, strategic foresight, and enduring brand impact."
Element 8 / Strategy LLC,"Designed Strategy LLC's complete brand identity and visual system from scratch, creating a cohesive foundation for integrated digital and email campaigns that remains in use 15 years later",92.0,"The mention of a brand identity remaining in use for 15 years provides rare, powerful evidence of long-term strategic impact and design durability that far exceeds typical resume claims."
Element 8 / Strategy LLC,"Built the complete brand identity system for Strategy LLC from scratch, creating a visual framework that remains in active use 15+ years after launch",92.0,"The claim of 15+ years of active use provides rare, long-term evidence of design durability and strategic foresight that far exceeds the typical 'created brand identity' bullet point."
Element 8 / Strategy LLC,"Developed Strategy LLC's comprehensive brand identity and visual system from scratch, establishing design standards that have remained in active use for over 15 years",92.0,"The longevity of the design system (15 years) serves as powerful, rare evidence of the candidate's work having a lasting, foundational impact on the company's identity."
Element 8 / Strategy LLC,"Developed a comprehensive brand identity system and promotional assets for Strategy LLC, creating a visual framework that has remained in active use for over 15 years",92.0,"The claim of a visual framework remaining in active use for 15 years is a rare, powerful indicator of long-term design durability and institutional impact that transcends typical short-term project metrics."
Element 8 / Strategy LLC,"Developed brand identity systems and multimedia assets for web and social media, establishing a visual brand for Strategy LLC that remains in active use 15 years later",92.0,"The claim of 15-year longevity for a brand identity is a rare, powerful indicator of high-quality, timeless design work that transcends typical short-term project cycles."
Element 8 / Strategy LLC,"Presented creative concepts to stakeholders and refined deliverables in real time to establish the brand identity for Strategy LLC, a visual system still in active use 15+ years later",92.0,"The claim of a visual system remaining in active use for over 15 years provides rare, long-term proof of design durability and high-level strategic impact that transcends typical short-term project metrics."
Treering Yearbooks,- Led CRM audit using advanced Salesforce queries and validation filters; uncovered $3M+ in dormant pipeline by identifying miscategorized records and orphaned opportunities,92.0,This bullet is exceptional because it quantifies a massive financial impact ($3M) while demonstrating technical proficiency in CRM architecture and proactive problem-solving.
Treering Yearbooks,- Managed $20M portfolio achieving 2.98% engagement rate (3x industry standard) and 65%+ closing rate through systematic prospect evaluation.,92.0,"The bullet provides high-level financial scope, precise performance metrics, and a clear benchmark comparison that validates exceptional performance against industry standards."
Treering Yearbooks,"- Managed $20M portfolio of 2,900+ accounts, achieving 2.98% positive engagement rate (3x industry standard) through advanced audience segmentation and personalized frameworks",92.0,"The bullet effectively combines high-level financial responsibility with a specific, benchmarked performance metric that demonstrates superior strategic execution."
Element 8 / Strategy LLC,"Architected the complete brand identity system for Strategy LLC, establishing a visual framework that remained in active use for 15+ years",92.0,"The claim of a 15-year lifespan for a brand identity system is a rare, powerful indicator of long-term strategic foresight and design durability that far exceeds standard resume claims."
Element 8 / Strategy LLC,"Built the complete brand identity system for Strategy LLC, developing a cohesive visual and messaging framework that remained in active use for over 15 years",92.0,"The claim of a brand identity remaining in active use for over 15 years is a rare, high-signal indicator of long-term strategic impact and design durability that transcends typical short-term project metrics."
Element 8 / Strategy LLC,"Built the complete brand identity system for Strategy LLC, creating a visual framework that has remained in active use for over 15 years",92.0,"The claim of a 15-year shelf life for a brand identity system is a rare, powerful indicator of timeless design quality and long-term organizational impact."
Misc. / Unassigned,"Architected multi-touch email campaigns for the academic year, utilizing audience segmentation and conditional variables to achieve open rates up to 83% and reply rates of 43%",92.0,"The bullet provides highly specific, industry-leading performance metrics (83% open rate) and demonstrates advanced technical proficiency in marketing automation that goes beyond standard campaign management."
Misc. / Unassigned,"Generated 83% open and 43% reply rates across high-performing sequences, utilizing segment-specific personalization and multi-touch sequencing to exceed typical industry engagement benchmarks",92.0,"The inclusion of highly specific, outlier-level performance metrics (83% open rate) provides immediate, undeniable proof of expertise that far exceeds standard industry benchmarks."
Zales,"Identified $3M+ in stale Salesforce pipeline through systematic CRM audits and data hygiene protocols, recovering high-value accounts across 2,933+ records and 565 districts",92.0,"The bullet demonstrates exceptional analytical rigor by quantifying both the financial impact and the specific scale of the data cleanup, transforming a mundane administrative task into a high-value revenue recovery story."
Unisource Document Products,Produced B2B print campaigns and developed a full visual brand identity system for Strategy LLC that remained in active use for over 15 years,92.0,"The mention of a brand identity remaining in active use for over 15 years provides rare, long-term proof of design durability and client satisfaction that far exceeds standard portfolio claims."
Kansas Colloquies,"Built the complete brand identity system for Strategy LLC from scratch, creating a visual framework that has remained in active use for over 15 years",92.0,"The claim of a 15-year shelf life for a brand identity system provides rare, objective proof of long-term strategic impact and design durability that far exceeds typical resume claims."
University of Kansas,Increased social media followers for the Lied Center of Performing Arts by 800% by conducting consumer intercept surveys to identify audience preferences and tailoring content distribution,92.0,"The bullet demonstrates a sophisticated, data-driven approach by linking a massive 800% growth metric directly to the specific methodology of consumer intercept surveys, which shows rare strategic initiative for a university-level role."
Bernstein Rein,"Developed brand identity and visual systems for Strategy LLC, creating a comprehensive design framework that remains in active use 15+ years after launch",92.0,"The claim of a design framework remaining in active use for over 15 years provides rare, powerful evidence of long-term brand durability and exceptional work quality."
VML,Built a comprehensive brand identity system for Strategy LLC that maintained visual and messaging consistency across all deliverables and remains in active use 15 years later,92.0,"The claim of 15-year longevity for a brand identity system is a rare, powerful indicator of high-quality, timeless design work that provides exceptional long-term ROI."
Element 8 / Strategy LLC,"Authored promotional copy for signage, apparel, and digital assets to establish the foundational brand identity for Strategy LLC, a visual system still in active use 15+ years later",92.0,The bullet demonstrates exceptional long-term impact and brand stewardship by highlighting that the candidate's foundational work has remained relevant and in active use for over 15 years.
Treering Yearbooks,"- Sourced over $1M in new revenue (the first SDR in company history to do so), by drafting strategic messaging, content, and outreach cadences that made it possible to exceed first-year quota by 17%.",92.0,"The bullet combines a high-impact financial metric with a rare 'first in company history' milestone, effectively demonstrating both individual performance and the ability to build scalable sales infrastructure."
Element 8 / Strategy LLC,"Built the complete brand identity for Strategy LLC, establishing a visual system that has remained in active use for over 15 years",92.0,"The bullet demonstrates exceptional long-term impact and brand durability, proving the candidate's work provided lasting value far beyond the typical tenure of a design project."
