Role / Company,Tags,Bullet Point
Element 8 / Strategy LLC,[brand],"- Led creative direction during company restructuring, developing visual systems and brand standards still in use today."
Element 8 / Strategy LLC,[brand],"- Led creative direction during company restructuring, developing visual systems still in use today."
Element 8 / Strategy LLC,[brand],"- Led creative direction during company restructuring, developing visual systems that remain in use today."
Element 8 / Strategy LLC,[brand],- Led creative direction during restructuring and developed visual systems still in use today.
Element 8 / Strategy LLC,[content][brand],"- Led creative initiatives across print, apparel, and social platforms, ensuring quality across all client-facing assets."
Element 8 / Strategy LLC,[brand][content],"- Led initial creative direction at Strategy LLC, aligning branded content across signage, apparel, social, and web."
Element 8 / Strategy LLC,[content],"- Led multi-channel campaigns from mood boards to final assets across print, digital, and social platforms."
Element 8 / Strategy LLC,[content][brand],- Leveraged Google Analytics and Google Ads insights to inform content direction and creative strategy.
Element 8 / Strategy LLC,[content][brand],- Leveraged Google Analytics and ad performance insights to inform content direction and creative strategy for clients.
Element 8 / Strategy LLC,[content][brand],- Leveraged Google Analytics and ad performance insights to inform content direction and creative strategy.
Element 8 / Strategy LLC,[brand],"- Maintained brand cohesion across touchpoints by leading the creation of logos, color palettes, templates, and print collateral."
Element 8 / Strategy LLC,[mgmt],"- Managed cross-functional marketing projects across print, digital, and social media from concept to completion."
Element 8 / Strategy LLC,[brand][mgmt],"- Managed cross-functional project delivery and end-to-end creative execution, establishing processes for multi-channel campaigns."
Element 8 / Strategy LLC,[mgmt][design],"- Managed cross-functional project delivery for integrated digital and print campaigns, collaborating with design and account teams."
Element 8 / Strategy LLC,[mgmt],"- Managed cross-functional projects across print, digital, and social media; delivered marketing campaigns from concept to completion."
Element 8 / Strategy LLC,[content][mgmt],"- Managed end-to-end content production from brief through delivery, applying editorial judgment to ensure brand consistency across digital assets, signage, and client materials."
Element 8 / Strategy LLC,[brand][content],"- Managed end-to-end creative execution, including signage, digital assets, and brand collateral, including client discovery."
Element 8 / Strategy LLC,[mgmt],"- Managed end-to-end execution for multi-channel campaigns, collaborating across teams to deliver cohesive customer experiences."
Element 8 / Strategy LLC,[mgmt],"- Managed end-to-end projects across print, digital, and social; coordinated with clients and internal teams for on-time delivery"
Element 8 / Strategy LLC,[content][mgmt],"- Managed execution across pitch decks, product materials, and brand assets, including client discovery and presentation."
Element 8 / Strategy LLC,[brand][mgmt],"- Managed integrated campaigns across apparel, print, signage, and social, prioritizing cohesion and brand alignment."
Element 8 / Strategy LLC,[mgmt],"- Managed multi-channel project delivery and cross-team collaboration, establishing processes still used today."
Element 8 / Strategy LLC,[mgmt][brand],"- Managed multi-channel project delivery, coordinated cross-team collaboration, and ensured end-to-end creative execution."
Element 8 / Strategy LLC,[mgmt][brand],"- Managed multi-channel project delivery, cross-team collaboration, and end-to-end creative execution."
Element 8 / Strategy LLC,[content][mgmt],"- Managed projects across signage, apparel, web, and social media, including branded assets for Twitter, Facebook, and YouTube"
Element 8 / Strategy LLC,[content][mgmt],"- Managed projects such as signage, apparel, social media assets, and SEO analysis via Google Analytics and Google Ads"
Element 8 / Strategy LLC,[content][mgmt],"- Managed signage, digital assets, and brand collateral from brief through delivery, including client discovery and presentation."
Element 8 / Strategy LLC,[email],- Mastered Google Ads and analytics platforms to deliver integrated campaign performance
Element 8 / Strategy LLC,[content][brand],"- Oversaw editorial and visual content, ensuring brand cohesion across print, digital, apparel, and presentations."
Element 8 / Strategy LLC,[generalist],"- Partnered with leadership to implement SEO, monitoring engagement trends using Google Analytics and Google Ads."
Element 8 / Strategy LLC,[brand][design],- Personally recruited by the CEO of Element 8 to lead brand design at his next venture — a visual identity still in use 15 years later
Element 8 / Strategy LLC,[generalist],- Presented concepts in client meetings and internal reviews with professionalism and responsiveness to feedback.
Element 8 / Strategy LLC,[brand][design],"- Presented creative concepts and design rationale to stakeholders, refining deliverables based on strategic feedback."
Element 8 / Strategy LLC,[brand],"- Presented creative concepts to clients and refined deliverables through collaboration, iteration, and style-guide precision."
Element 8 / Strategy LLC,[brand],- Presented creative concepts to clients and refined deliverables through direct collaboration and feedback.
Element 8 / Strategy LLC,[brand],"- Presented creative concepts to stakeholders, managing client relationships and refining deliverables in real time."
Element 8 / Strategy LLC,[mgmt],- Presented deliverables and managed timelines; earned repeat business through reliability and goal alignment
Element 8 / Strategy LLC,[design],"- Presented design concepts directly to clients, owning stakeholder meetings and refining deliverables based on feedback."
Element 8 / Strategy LLC,[brand][design],"- Presented design rationale and creative concepts directly to stakeholders, refining deliverables based on feedback."
Element 8 / Strategy LLC,[design],"- Presented design rationale directly to stakeholders, led on-site meetings, and refined deliverables in real time."
Element 8 / Strategy LLC,[design],"- Presented design rationale directly to stakeholders, owned on-site meetings, and refined deliverables in real time."
Element 8 / Strategy LLC,[design],"- Presented design rationale directly to stakeholders, refining deliverables based on feedback and performance evaluation."
Element 8 / Strategy LLC,[design],"- Presented design rationale to stakeholders, leading client meetings and refining deliverables in real time."
Element 8 / Strategy LLC,[generalist],- Presented work in client meetings and iterated on feedback in fast-paced environments
Element 8 / Strategy LLC,[content][design],"- Produced campaign assets and client decks for early-stage nonprofit, startup, and education accounts."
Element 8 / Strategy LLC,[brand][design],- Produced high-quality designs in Adobe Creative Suite; supported integrated marketing through CMS and Google Ads.
Element 8 / Strategy LLC,[content],"- Produced multi-format asset kits (print, web, signage) aligned to vendor specs to avoid costly reprints"
Element 8 / Strategy LLC,[brand][design],"- Produced premium apparel/print designs using Adobe Creative Suite, collaborating with vendors to meet stringent quality controls."
Element 8 / Strategy LLC,[content][brand],- Produced web content and promotional materials that strengthened brand visibility and supported client acquisition efforts
Element 8 / Strategy LLC,[mgmt],"- Ran discovery, proposals, and stakeholder reviews, building foundation in consultative selling and account management"
Element 8 / Strategy LLC,[brand],- Recruited by CEO of Element 8 to lead brand development for his new venture — a visual system still in use 15 years later.
Element 8 / Strategy LLC,[brand],"- Recruited by CEO to direct full rebrand, creating positioning, messaging, and visual identity systems still in use 10+ years later"
Element 8 / Strategy LLC,[generalist],"- Recruited by CEO to lead visual identity development for new venture, visual systems still in use more than a decade later."
Element 8 / Strategy LLC,[brand],"- Recruited by Element 8 CEO to lead brand development, creating visual identity systems and editorial guidelines still in use today."
Element 8 / Strategy LLC,[brand],- Recruited by Element 8 CEO to lead branding and identity for new venture — visual systems still in use more than a decade later.
Element 8 / Strategy LLC,[brand][design],- Recruited by the CEO of Element 8 to lead brand design at his next venture — a visual identity still in use 15 years later.
Element 8 / Strategy LLC,[brand],- Recruited by the CEO of Element 8 to lead brand development for his next venture — a visual identity still in use 15 years later.
Element 8 / Strategy LLC,[generalist],"- Sat in on client meetings, presenting concepts confidently and professionally while addressing feedback constructively"
Element 8 / Strategy LLC,[brand],- Set up Google Ads creative variations and Analytics tagging; early A/B tests trimmed average CPC ≈10% without extra budget.
Element 8 / Strategy LLC,[brand],- Spearheaded brand-system development for a new venture; identity remains in use a decade later.
Element 8 / Strategy LLC,[email],"- Supported campaign execution through CMS updates, ad placement, and analytics tracking to ensure timely and consistent messaging."
Element 8 / Strategy LLC,[content][brand],- Supported content design aligned to startup positioning and early-stage brand growth
Element 8 / Strategy LLC,[email],"- Supported digital campaigns by managing CMS updates, Google Ads, and Analytics, contributing to a unified marketing strategy."
Element 8 / Strategy LLC,[ops],"- Supported digital campaigns through CMS updates, Google Ads, and Analytics integration, contributing to cohesive email and cross platform marketing initiatives."
Element 8 / Strategy LLC,[content][mgmt],"- Supported integrated campaigns through CMS updates, digital ad management, and content reporting tools."
Element 8 / Strategy LLC,[email],"- Supported integrated digital and print campaigns by managing CMS updates, Google Ads, and Google Analytics."
Element 8 / Strategy LLC,[email],"- Supported integrated digital and print campaigns, managing CMS updates, Google Ads optimization, and Analytics reporting."
Element 8 / Strategy LLC,[email],"- Supported integrated digital and print campaigns, managing CMS updates, Google Ads, and Analytics."
Element 8 / Strategy LLC,[email],"- Supported integrated digital and print campaigns, managing CMS updates, Google Ads, and Google Analytics reporting."
Element 8 / Strategy LLC,[email],- Supported integrated marketing campaigns combining Google Analytics insights with strategy to optimize customer engagement.
Element 8 / Strategy LLC,[content],"- Supported integrated marketing through CMS updates, Google Ads, Google Analytics, and multimedia content development."
Element 8 / Strategy LLC,[generalist],"- Supported integrated marketing through analytics-driven optimization, managing CMS updates, Google Analytics, Google Ads, and performance tracking over time."
Element 8 / Strategy LLC,[email],- Tracked and provided client reports on campaign performance and optimization using Google Analytics and Google Ads.
Element 8 / Strategy LLC,[email],- Tracked campaign performance using Google Analytics/Google Ads; provided insight to optimize based on engagement metrics
Element 8 / Strategy LLC,[content],"- Tracked content performance using Google Analytics, producing regular reports with actionable insights for optimization and user experience improvements."
Element 8 / Strategy LLC,[content][brand],- Tracked performance using Google Analytics and Google Ads with creative asset design and basic performance reporting.
Element 8 / Strategy LLC,[content][brand],"- Tracked performance using Google Analytics and Google Ads with creative asset design, content performance tracking, and client-ready insights."
Element 8 / Strategy LLC,[content],- Used Google Analytics and Google Ads to inform content direction and optimize campaign engagement.
Element 8 / Strategy LLC,[content],- Used Google Analytics and Google Ads to inform content strategy and optimize engagement trends across campaigns.
Element 8 / Strategy LLC,[writing][brand],"- Wrote signage, apparel, and promotional copy that boosted brand visibility and customer engagement."
VML,[writing],"- Adapted writing style to suit various formats such as billboards, brochures, landing pages, and radio scripts"
VML,[writing],- Authored 200+ page digital strategy report for Carlson Hotels and technical nurture email campaign for SAP.
VML,[writing],- Authored 200+ page digital strategy report for Carlson Hotels on conversion optimization and messaging strategy
VML,[writing],"- Authored 200+ page digital strategy report for Carlson Hotels, shaping web conversion and cross-channel messaging."
VML,[writing],"- Authored 6-email lifecycle journeys for SAP, demonstrating expertise in complex technical messaging and customer communications."
VML,[writing],"- Authored 6-email nurture sequence for SAP, demonstrating lifecycle communication and technical messaging skills"
VML,[writing],- Authored a 200+ page conversion optimization report for Carlson Hotels that influenced their global campaign roadmap.
VML,[writing][design],- Authored a 200+ page conversion report for Carlson Hotels; created a deck that received direct praise from VML's CEO.
VML,[writing],"- Authored a 200+ page digital strategy report for Carlson Hotels, shaping web conversion and cross-channel messaging."
VML,[content][writing],- Authored a 200+-page digital strategy report for Carlson Hotels that informed site conversion and content planning
VML,[content][writing],- Authored a 200+-page ditigal strategy report for Carlson Hotels that informed site conversion and content planning
VML,[writing],"- Authored a 200+-page strategy report for Carlson Hotels, synthesizing competitive analysis, audience segmentation, and channel recommendations used in planning"
VML,[writing],"- Authored a six-email nurture campaign for SAP, demonstrating capability in targeted email marketing and lifecycle communication."
VML,[writing],"- Authored a six-email nurture campaign for SAP, demonstrating versatile lifecycle communication skills relevant to email marketing."
VML,[content][writing],"- Co-authored a 200+ page digital strategy report for Carlson Hotels, helping inform website structure and cross-channel content."
VML,[brand],"- Collaborated with art directors and strategists to convert complex briefs into simple, on-brand headlines and CTAs"
VML,[brand][design],- Collaborated with creatives on cross-platform pitches; created a Carlson Hotels deck that received direct praise from VML's CEO.
VML,[mgmt],"- Collaborated with cross-functional teams under strict deadlines, enhancing project outcomes through precise message development."
VML,[brand][design],"- Collaborated with designers and strategists on campaign concepting, execution, and creative presentation"
VML,[content][mgmt],"- Collaborated with senior content strategists and product teams on cross-platform storytelling, contributing to content review processes for major campaign pitches across diverse industries."
VML,[brand],"- Collaborated with senior creatives, strategists, and account leads in a fast-paced agency environment."
VML,[generalist],"- Compiled and published 200+ page customer journey and conversion strategy report for Carlson Hotels, mapping touchpoints and identifying optimization opportunities across digital channels"
VML,[email],"- Contributed to 200+ page digital strategy report for Carlson Hotels, shaping web conversion and cross-channel campaigns."
VML,[generalist],"- Contributed to a 200+ page strategic report for Carlson Hotels, supporting conversion strategy and customer journey mapping."
VML,[design],- Contributed to a 200+ page strategic research report for Carlson Hotels — praised by VML's CEO for clarity and design thinking.
VML,[design],- Contributed to a 200-page strategy report for Carlson Hotels; recognized for clarity and design thinking.
VML,[brand][mgmt],"- Contributed to brand experience design and campaign strategy, collaborating across teams with resilience and creativity."
VML,[brand],"- Contributed to campaigns for major brands during a top national agency internship, enhancing brand visibility and engagement."
VML,[email],- Contributed to enterprise B2B initiatives; drafted nurture email flows for SAP aligned to buying-stage progression
VML,[brand],- Contributed to omnichannel campaigns that strengthened brand voice consistency across digital and print deliverables.
VML,[content],"- Created B2B nurture emails for SAP, translating technical content into clear, accessible language."
VML,[design],- Created a pitch deck for Carlson Hotels that received direct praise from the CEO of VML.
VML,[design][brand],- Created a pitch deck for Carlson Hotels that received direct praise from the VML’s CEO for exceptional branding and design.
VML,[design],"- Created and presented a Keynote pitch deck praised by VML's CEO for clarity, structure, and storytelling."
VML,[brand][writing],"- Created digital, email, and social copy across diverse brands with fast-paced, high-volume creative production."
VML,[design],"- Designed a 200+ page insights and strategy report in InDesign for Carlson Hotels, focused on increasing website conversions."
VML,[brand][design],"- Designed a pitch deck praised by the CEO for strategic clarity, tone alignment, and creative execution."
VML,[brand][design],"- Designed and presented a branded pitch deck that earned direct praise from VML’s CEO, demonstrating ability to bridge strategic thinking and creative execution in high-stakes agency environment"
VML,[design][brand],- Designed and presented a pitch deck for Carlson Hotels that received direct praise from VML's CEO for branding and design.
VML,[design][brand],"- Designed and presented a pitch deck in Keynote to VML’s CEO and executive creative director, receiving praise for execution quality."
VML,[design][brand],"- Designed and presented a pitch deck that earned direct praise from VML's CEO for its clarity, concept, and creative execution."
VML,[design][brand],"- Designed and presented a pitch deck to VML’s CEO and executive creative director, earning praise for quality and execution."
VML,[design][ops],"- Designed and presented a pitch deck to executive leadership, earning commendation for execution and effective data storytelling."
VML,[design],- Designed and presented a pitch deck to executive leadership; received direct praise from VML’s CEO for clarity and quality
VML,[design][brand],"- Designed and presented a strategic pitch deck to VML's CEO, earning direct recognition for exceptional branding and execution"
VML,[design][content],"- Designed and presented a strategic pitch deck to executive leadership, receiving commendation for quality content."
VML,[design][brand],"- Designed and presented pitch deck to VML’s CEO and executive creative director, earning praise for quality and execution."
VML,[design][brand],- Designed and presented strategic pitch deck that earned direct praise from VML's CEO for clarity and creative excellence.
VML,[brand],- Developed a 200+ page conversion report for Carlson Hotels that shaped the brand's campaign roadmap.
VML,[generalist],- Developed a 200+ page research and insights report for Carlson Hotels on how to increase website conversions best.
VML,[design],- Developed a 200+ page research report for Carlson Hotels on improving website conversions through messaging and design.
VML,[generalist],- Developed a 200+ page research report for Carlson Hotels on improving website conversions.
VML,[email],- Developed a 200+ page strategy report with campaign recommendations for Carlson Hotels to improve website conversions.
VML,[design],"- Developed a comprehensive 200+ page digital strategy report for Carlson Hotels using Adobe InDesign, shaping multi-channel messaging and conversion strategies."
VML,[generalist],- Developed a comprehensive 200+ page report for Carlson Hotels on improving conversions through strategic messaging.
VML,[generalist],"- Developed a comprehensive digital strategy report for Carlson Hotels, providing insights for conversion and cross-channel messaging."
VML,[generalist],- Developed a pitch presentation for Carlson Hotels that received direct praise from VML's CEO
VML,[generalist],- Developed a pitch presentation for Carlson Hotels that received direct praise from VML’s CEO
VML,[brand],"- Developed campaign messaging for national brands across print, digital, and experiential formats."
VML,[writing],- Developed lifecycle email and campaign copy for enterprise clients.
VML,[writing],"- Developed skills in print advertising, including headline writing, art direction, and campaign ideation"
VML,[email],- Drafted a six-email SAP nurture aligned to technical buyer journeys that shipped as-written
VML,[writing][brand],"- Drafted copy for 30+ omnichannel marketing campaigns, encompassing print, digital, social, and experiential media, adapting rapidly to diverse brand guidelines and industry standards."
VML,[writing][brand],"- Drafted copy for omnichannel campaigns across print, digital, social, and experiential media for major global brands"
VML,[writing][brand],"- Drafted copy for print, digital, social, and experiential media, adapting quickly to diverse brand guidelines."
VML,[writing][brand],"- Drafted copy for print, digital, social, and experiential media, adapting rapidly to diverse brand guidelines."
VML,[writing][brand],"- Drafted copy for print, digital, social, and experiential media, adapting to diverse brand guidelines and objectives."
VML,[brand][writing],"- Drafted omnichannel copy for digital, print, and event campaigns, contributing to projects that helped refine brand voice and consistency across digital and print deliverables."
VML,[brand][writing],"- Drafted omnichannel copy for digital, print, and event campaigns, contributing to projects that refined brand voice and consistency across deliverables."
VML,[brand],"- Drafted omnichannel creative across digital, print, and experiential campaigns, contributing to consistent brand voice and messaging across Fortune 500 clients."
VML,[brand],"- Expanded internship into a freelance role, contributing to long-term creative projects"
VML,[brand],- Extended internship into long-term freelance work based on creative impact and reliability
VML,[brand],"- Handpicked to write a 6-email nurture campaign for SAP, demonstrating versatility in complex technical and brand messaging."
VML,[brand],"- Handpicked to write a six-email nurture campaign for SAP, demonstrating versatility in complex technical and brand messaging."
VML,[brand],"- Handpicked to write a six-email nurture campaign for SAP, demonstrating versatility in technical and brand messaging."
VML,[mgmt],- Navigated strict deadlines and cross-functional teamwork with resilience and creativity.
VML,[brand],"- Participated in brainstorms and creative reviews for Fortune 500 brands, gaining exposure to agency-scale strategic storytelling"
VML,[brand],"- Participated in cross-functional brainstorms, gaining early exposure to brand strategy and creative ops."
VML,[brand],"- Participated in cross-functional brainstorms, gaining early exposure to high-level brand strategy and creative operations."
VML,[brand],- Partnered closely with senior creatives and account strategists to develop messaging frameworks and cross-channel campaigns
VML,[brand],"- Partnered with senior creatives on cross-platform storytelling and strategy, supporting major campaign pitches across industries."
VML,[content],"- Presented content strategy to executive leadership, earning recognition for analytical depth and strategic thinking."
VML,[brand],"- Presented creative concepts to executive leadership, earning recognition for strategic thinking and execution quality."
VML,[brand],"- Presented creative concepts to senior leadership, earning recognition for strategic thinking and execution quality."
VML,[generalist],"- Produced 200+ page digital strategy report for Carlson Hotels, shaping website optimization and cross-channel messaging operations."
VML,[email],- Produced customer-journey research to identify bottlenecks and inform campaign optimization
VML,[generalist],"- Researched and compiled 200+ page digital strategy report for Carlson Hotels, influencing cross-channel optimization"
VML,[brand],"- Selected for a competitive internship at a large, digitally-focused agency supporting major clients."
VML,[email],"- Selected for highly competitive national internship program; contributed to B2B campaigns for SAP and enterprise clients, translating complex technical products into accessible messaging"
VML,[email],- Submitted winning concepts for both KC Ad Club and Hill’s Pet Nutrition campaigns and assisted in their development
VML,[email],- Supported enterprise-level email and digital campaigns for global clients
VML,[content][mgmt],"- Supported integrated campaign messaging, collaborating with cross-functional teams on high-volume content."
VML,[mgmt],"- Worked closely with multidisciplinary teams to meet tight deadlines and deliver polished, client-ready work."
VML,[email],"- Wrote a 6-email nurture campaign for SAP, translating complex technical details into clear, persuasive lifecycle messaging."
VML,[email],"- Wrote a six-email nurture campaign for SAP, demonstrating versatility in complex technical messaging and lifecycle communication."
VML,[writing][brand],"- Wrote copy across print, digital, social, and experiential formats, focusing on clarity, tone, and messaging cohesion."
VML,[writing],- Wrote copy for 30+ omnichannel campaigns under tight enterprise timelines for global clients
VML,[brand][writing],"- Wrote copy for 30+ projects across print, digital, social, and live events — shaping tone, voice, and concept from first line to final CTA."
VML,[writing][brand],"- Wrote copy for national brands across print, digital, and experiential channels."
VML,[brand][writing],"- Wrote omnichannel copy for digital, print, and experiential campaigns with an emphasis on brand voice consistency."
Callahan Creek,[email],"- Adapted messaging across various platforms, including PPC, print advertising, and digital campaigns, reflecting a deep understanding of cross-channel email marketing."
Callahan Creek,[brand],- Adapted tone and CTA strategy across audience segments; presented two winning concepts selected for production.
Callahan Creek,[brand][ops],"- Advanced audience-driven brand storytelling, supporting a shift toward data-informed creative."
Callahan Creek,[ops],- Applied tools and tactics to enhance conversion rates and humanize digital outreach across CRM campaigns.
Callahan Creek,[brand],"- Built an early foundation in brand storytelling, campaign ideation, and client-facing presentation work."
Callahan Creek,[email],- Campaign Debugging & Optimization: Built troubleshooting methods reducing campaign errors by 50% and improving deliverability
Callahan Creek,[brand][mgmt],"- Collaborated seamlessly with agency leaders, designers, and account teams to execute multi-channel campaigns under deadline."
Callahan Creek,[generalist],- Collaborated to pitch ideas and present to clients — two major concepts selected for rollout.
Callahan Creek,[content][mgmt],- Collaborated with agency leaders and account teams to ensure content met client expectations under tight deadlines.
Callahan Creek,[brand][mgmt],"- Collaborated with agency leaders, designers, and account managers to execute campaigns under tight deadlines."
Callahan Creek,[brand][mgmt],"- Collaborated with agency leaders, designers, and account teams on multi-channel campaigns under tight deadlines."
Callahan Creek,[brand],"- Collaborated with art and creative directors to pitch ideas, with two concepts selected for full campaigns."
Callahan Creek,[mgmt][brand],- Collaborated with creative directors and account teams to shape messaging aligned with business goals.
Callahan Creek,[writing],"- Composed omnichannel copy for digital, print, and experiential campaigns under tight deadlines in fast-paced environment."
Callahan Creek,[email],"- Concepted and executed print, radio, web, and outdoor campaigns for clients in finance, pet nutrition, and public health."
Callahan Creek,[email],"- Concepted and executed print, radio, web, and outdoor campaigns for finance, pet nutrition, and public health."
Callahan Creek,[email],"- Conceptualized B2B and B2C messaging for multi-channel campaigns, with two concepts selected for production"
Callahan Creek,[writing][brand],"- Continued as a freelance copywriter after internship, delivering high-quality work that met brand, legal, and client compliance guidelines."
Callahan Creek,[writing][brand],"- Contributed creative copy and content frameworks to multi-channel campaigns, with two selected for client rollout."
Callahan Creek,[writing][brand],"- Contributed creative copy and messaging structure to multi-channel campaigns, with two selected for client rollout."
Callahan Creek,[writing][brand],"- Contributed creative copy and structured messaging for multi-channel campaigns, with two campaigns selected for client rollout."
Callahan Creek,[brand][ops],"- Contributed to brand storytelling rooted in audience insight, helping their transition toward data-informed creative strategy."
Callahan Creek,[brand],"- Contributed to integrated B2B and B2C campaigns for Fortune 500 and major regional brands in banking, pet nutrition, and telecommunications across digital, print, and broadcast channels"
Callahan Creek,[content][brand],- Contributed to winning creative concepts through systematic content analysis and strategic thinking.
Callahan Creek,[email],"- Contributed winning concepts to pitches, with two campaigns selected for client rollout."
Callahan Creek,[writing],"- Crafted B2B and B2C campaign copy for clients in banking, pet nutrition, and telecom."
Callahan Creek,[content],"- Crafted content for print, PPC, radio, and digital across B2B/B2C accounts."
Callahan Creek,[writing],- Created B2B and B2C email copy and campaign messaging; multiple concepts selected for rollout.
Callahan Creek,[writing][brand],"- Created copy for print, radio, web, and outdoor campaigns, contributing to full-funnel creative in B2B and B2C environments."
Callahan Creek,[email][writing],"- Delivered adaptable copy across B2B and B2C campaigns for Fortune 500 and major regional brands in banking, pet nutrition, and telecom across digital, print, and broadcast channels"
Callahan Creek,[writing],"- Developed B2B/B2C campaign copy for national retailers and Fortune 500 companies (financial services, telecom, and pet nutrition)"
Callahan Creek,[brand],"- Developed campaign messaging for major brands in banking, pet nutrition, and telecommunications"
Callahan Creek,[brand],"- Developed creative concepts for clients like Sprint and CommunityAmerica, aligning with strict brand and marketing standards."
Callahan Creek,[brand],"- Developed creative concepts for digital and print campaigns, including two successful new business pitches."
Callahan Creek,[writing][brand],"- Developed creative copy and structured messaging for multi-channel campaigns, with two project concepts chosen for client roll-out."
Callahan Creek,[content],"- Developed multi-format content across print, digital, radio, and PPC, tailoring CTA strategy to diverse B2B/B2C audiences."
Callahan Creek,[generalist],- Earned invitation for continued freelance work based on performance; maintained ongoing client relationships
Callahan Creek,[email][mgmt],"- Earned praise from creative directors for adaptability, teamwork, and ability to deliver high-quality client-ready creative."
Callahan Creek,[email][content],"- Earned recognition from creative directors for adaptability, teamwork, and delivering high-quality, client-ready creative assets."
Callahan Creek,[content][design],"- Explored generative AI (ChatGPT, Canva Magic Write, Jasper) to test content variation, dynamic personalization, and ideation."
Callahan Creek,[email],- Formed concepts and messaging frameworks with 2 campaigns selected for full rollout.
Callahan Creek,[email],"- Integrated cross-platform tracking strategies across print, digital, and email touchpoints for seamless attribution"
Callahan Creek,[mgmt][brand],"- Invited back as a freelance contributor based on performance, creative contribution, and team rapport."
Callahan Creek,[email],- Invited back as a freelance contributor—an uncommon honor—based on the strength of campaign work and ideation sessions.
Callahan Creek,[content],- Invited back as freelance contributor based on content quality and collaborative approach.
Callahan Creek,[mgmt],- Invited back for freelance work after the internship due to excellent performance and collaborative approach with account teams.
Callahan Creek,[email][brand],"- Known for adaptability, collaboration, and delivering polished creative work under pressure."
Callahan Creek,[generalist],- Later invited back for freelance work after the internship due to excellent performance and impact.
Callahan Creek,[generalist],"- Ongoing Development: Advancing skills in HTML/CSS, JavaScript, and AWS fundamentals with proven ability to rapidly master new marketing tools"
Callahan Creek,[brand],"- Participated in campaign brainstorms and creative reviews for major telecommunications, consumer, and enterprise brands."
Callahan Creek,[mgmt],"- Partnered with art directors and account teams to develop integrated digital campaigns, with two concepts selected for rollout."
Callahan Creek,[brand],"- Partnered with art directors to produce integrated creative across print, digital, and in-store activations."
Callahan Creek,[content][brand],- Partnered with designers to deliver print and digital assets with consistent brand standards across channels
Callahan Creek,[generalist],- Performance Analytics Systems: Developed custom reporting frameworks tracking 15+ performance metrics for optimization decisions
Callahan Creek,[brand],"- Pitched creative concepts for major campaigns that were selected for development including Hill's Pet Nutrition's ""Paws in the Park"" community fundraiser, contributing to successful fundraising for animal welfare organizations."
Callahan Creek,[brand],- Pitched creative concepts for multiple clients; two major campaigns selected for rollout.
Callahan Creek,[brand],"- Pitched creative concepts for two major campaigns, both of which the agency selected for further development."
Callahan Creek,[brand],"- Pitched creative concepts for two major campaigns, both of which were selected for further development."
Callahan Creek,[brand],"- Pitched creative concepts with two campaigns selected for full production, demonstrating ability to collaborate and align creative strategy with business objectives and client vision"
Callahan Creek,[brand],- Pitched two creative concepts that were selected for client campaigns and moved into production.
Callahan Creek,[brand],- Pitched two winning creative concepts selected for full production and rollout.
Callahan Creek,[generalist],- Presented ideas to clients; two concepts selected for full rollout and development.
Callahan Creek,[brand][writing],"- Produced campaign copy across print, radio, digital, and OOH channels, maintaining brand voice and meeting tight deadlines in fast-paced agency setting"
Callahan Creek,[content],"- Produced cross-channel content with strong CTA performance across print, PPC, radio, and OOH."
Callahan Creek,[content][brand],"- Produced cross-channel content with strong CTA performance, adapting tone and strategy for diverse audience types."
Callahan Creek,[email],"- Recognized for adaptability, collaboration, and delivering high-quality work under pressure."
Callahan Creek,[generalist],"- Retained post-internship as a paid freelancer based on reliability, communication, and contribution to revenue generation"
Callahan Creek,[generalist],- Secured ongoing freelance work based on strong concept delivery and cross-channel execution.
Callahan Creek,[brand][mgmt],- Secured ongoing freelance work by delivering creative work that met client expectations and built trust with the agency team.
Callahan Creek,[ops][content],"- Self-Directed JSON Projects: Built personal projects using JSON for data structuring and dynamic content mockups, developing transferable skills for campaign template management"
Callahan Creek,[email],- Submitted winning concepts for two major campaigns; both were chosen for full client development and rollout
Callahan Creek,[email],- Supported community fundraiser campaign planning and activation that generated strong local engagement
Callahan Creek,[writing][brand],"- Supported creative direction through brainstorms, copy refinements, and concept development for regional/national campaigns."
Callahan Creek,[brand],"- Two creative concepts green-lit for production, underscoring strategic alignment and helping secure multiple client renewals"
Callahan Creek,[writing][brand],"- Wrote campaign copy for print, radio, web, and outdoor placements — always on brief, on brand, and on time."
Callahan Creek,[content],"- Wrote for print, radio, web (including PPC advertising), and outdoor, delivering up to 10 assets/week under tight timelines."
Callahan Creek,[brand],"- Wrote for print, radio, web, and outdoor, contributing to full-funnel creative in B2B and B2C settings."
Callahan Creek,[brand],"- Wrote for print, radio, web, and outdoor, supporting full-funnel creative strategies for both B2B and B2C brands."
Callahan Creek,[brand],"- Wrote for print, radio, web, pay-per-click (PPC) advertising, and outdoor, contributing to full-funnel creative for B2B/B2C."
Callahan Creek,[content][brand],"- Wrote promotional content tailored to both B2C and B2B audiences, adapting tone and CTA strategy accordingly."
Bernstein Rein,[writing],"- Attended a concept-intensive portfolio program focusing on campaign ideation, copywriting, and art direction."
Bernstein Rein,[brand],"- Attended a concept-intensive, strategy-first portfolio program focusing on brand positioning and strategic messaging"
Bernstein Rein,[writing],"- Attended a concept-intensive, strategy-first portfolio program focusing on campaign ideation, copywriting, and art direction."
Bernstein Rein,[brand],- Built a creative portfolio under the mentorship of Executive Creative Director Arlo Oviatt
