Role / Company,Tags,Bullet Point
Element 8 / Strategy LLC,[ops],"- Supported integrated marketing through CMS updates, Google Ads, Google Analytics, and multimedia content development."
Element 8 / Strategy LLC,[mgmt],- Presented deliverables and managed timelines; earned repeat business through reliability and goal alignment
Element 8 / Strategy LLC,[generalist],"- Presented design rationale directly to stakeholders, led on-site meetings, and refined deliverables in real time."
Element 8 / Strategy LLC,[ops],"- Supported integrated digital and print campaigns by managing CMS updates, Google Ads, and Google Analytics."
Element 8 / Strategy LLC,[content],"- Edited multimedia content with in-house video tools, enhancing digital campaigns and strengthening brand storytelling."
Element 8 / Strategy LLC,[generalist],"- Presented design rationale directly to stakeholders, owned on-site meetings, and refined deliverables in real time."
Element 8 / Strategy LLC,[ops],"- Supported integrated digital and print campaigns, managing CMS updates, Google Ads, and Analytics."
Element 8 / Strategy LLC,[generalist],"- Presented work directly to clients, adjusting based on feedback and gaining trust as both a creative and a communicator."
Element 8 / Strategy LLC,[content],"- Produced campaign assets and client decks for early-stage nonprofit, startup, and education accounts."
Element 8 / Strategy LLC,[ops],- Produced high-quality designs in Adobe Creative Suite; supported integrated marketing through CMS and Google Ads.
Element 8 / Strategy LLC,[content],"- Produced multi-format asset kits (print, web, signage) aligned to vendor specs to avoid costly reprints"
Element 8 / Strategy LLC,[generalist],- Produced web content and promotional materials that strengthened brand visibility and supported client acquisition efforts
Element 8 / Strategy LLC,[ops],"- Ran discovery, proposals, and stakeholder reviews, building foundation in consultative selling and account management"
Element 8 / Strategy LLC,[content],- Recruited by CEO of Element 8 to lead brand development for his new venture — a visual system still in use 15 years later.
Element 8 / Strategy LLC,[content],"- Recruited by CEO to direct full rebrand, creating positioning, messaging, and visual identity systems still in use 10+ years later"
Element 8 / Strategy LLC,[content],"- Recruited by CEO to lead visual identity development for new venture, visual systems still in use more than a decade later."
Element 8 / Strategy LLC,[writing],"- Recruited by Element 8 CEO to lead brand development, creating visual identity systems and editorial guidelines still in use today."
Element 8 / Strategy LLC,[content] [mgmt] [writing],"- Managed end-to-end content production from brief through delivery, applying editorial judgment to ensure brand consistency across digital assets, signage, and client materials."
Element 8 / Strategy LLC,[content],- Recruited by Element 8 CEO to lead branding and identity for new venture — visual systems still in use more than a decade later.
Element 8 / Strategy LLC,[content],- Recruited by the CEO of Element 8 to lead brand design at his next venture — a visual identity still in use 15 years later.
Element 8 / Strategy LLC,[content],- Recruited by the CEO of Element 8 to lead brand development for his next venture — a visual identity still in use 15 years later.
Element 8 / Strategy LLC,[ops],- Used Google Analytics and Google Ads to inform content direction and optimize campaign engagement.
Element 8 / Strategy LLC,[generalist],- Spearheaded brand-system development for a new venture; identity remains in use a decade later.
Element 8 / Strategy LLC,[ops],"- Supported campaign execution through CMS updates, ad placement, and analytics tracking to ensure timely and consistent messaging."
Element 8 / Strategy LLC,[generalist],- Supported content design aligned to startup positioning and early-stage brand growth
Element 8 / Strategy LLC,[content],"- Supported website content updates and digital campaigns, contributing to smoother launches."
Element 8 / Strategy LLC,[ops],- Tracked and provided client reports on campaign performance and optimization using Google Analytics and Google Ads.
Element 8 / Strategy LLC,[ops],- Tracked campaign performance using Google Analytics/Google Ads; provided insight to optimize based on engagement metrics
Element 8 / Strategy LLC,[ops],- Tracked performance using Google Analytics and Google Ads with creative asset design and basic performance reporting.
Element 8 / Strategy LLC,[ops],"- Tracked performance using Google Analytics and Google Ads with creative asset design, content performance tracking, and client-ready insights."
Element 8 / Strategy LLC,[content] [ops],- Used Google Analytics and Google Ads to inform content strategy and optimize engagement trends across campaigns.
Element 8 / Strategy LLC,[content] [writing],"- Wrote signage, apparel, and promotional copy that boosted brand visibility and customer engagement."
VML,[writing],"- Adapted writing style to suit various formats such as billboards, brochures, landing pages, and radio scripts"
VML,[writing],- Submitted winning concepts for both KC Ad Club and Hill’s Pet Nutrition campaigns and assisted in their development
VML,[generalist],"- Expanded internship into a freelance role, contributing to long-term creative projects"
VML,[writing],"- Attended a concept-intensive portfolio program focusing on campaign ideation, copywriting, and art direction."
VML,[mgmt],"- Mentored by Executive Creative Director, developing foundation for compelling sales narrative creation."
VML,[email] [writing],- Authored 200+ page digital strategy report for Carlson Hotels and technical nurture email campaign for SAP.
VML,[content],"- Presented content strategy to executive leadership, earning recognition for analytical depth and strategic thinking."
VML,[writing],- Authored 200+ page digital strategy report for Carlson Hotels on conversion optimization and messaging strategy
VML,[writing],"- Authored 6-email lifecycle journeys for SAP, demonstrating expertise in complex technical messaging and customer communications."
VML,[content] [writing],"- Produced 200+ page digital strategy report for Carlson Hotels, shaping website optimization and cross-channel messaging operations."
VML,[content],"- Presented creative concepts to senior leadership, earning recognition for strategic thinking and execution quality."
VML,[email] [writing],"- Authored 6-email nurture sequence for SAP, demonstrating lifecycle communication and technical messaging skills"
VML,[writing],- Authored a 200+ page conversion optimization report for Carlson Hotels that influenced their global campaign roadmap.
VML,[writing],- Authored a 200+ page conversion report for Carlson Hotels; created a deck that received direct praise from VML's CEO.
VML,[content] [writing],"- Authored a 200+ page digital strategy report for Carlson Hotels, shaping web conversion and cross-channel messaging."
VML,[content] [writing],- Authored a 200+-page digital strategy report for Carlson Hotels that informed site conversion and content planning
VML,[content] [writing],- Authored a 200+-page ditigal strategy report for Carlson Hotels that informed site conversion and content planning
VML,[content] [ops] [writing],"- Authored a 200+-page strategy report for Carlson Hotels, synthesizing competitive analysis, audience segmentation, and channel recommendations used in planning"
VML,[email] [writing],"- Authored a six-email nurture campaign for SAP, demonstrating capability in targeted email marketing and lifecycle communication."
VML,[content] [writing],"- Developed a comprehensive digital strategy report for Carlson Hotels, providing insights for conversion and cross-channel messaging."
VML,[content],"- Designed and presented a strategic pitch deck to executive leadership, receiving commendation for quality content."
VML,[content] [writing],"- Co-authored a 200+ page digital strategy report for Carlson Hotels, helping inform website structure and cross-channel content."
VML,[generalist],"- Collaborated with art directors and strategists to convert complex briefs into simple, on-brand headlines and CTAs"
VML,[generalist],- Collaborated with creative directors and account teams to shape messaging aligned with business goals.
VML,[content],- Secured ongoing freelance work based on strong concept delivery and cross-channel execution.
VML,[content] [writing],"- Built an early foundation in brand storytelling, campaign ideation, and client-facing presentation work."
VML,[ops],- Collaborated with creatives on cross-platform pitches; created a Carlson Hotels deck that received direct praise from VML's CEO.
VML,[generalist],"- Collaborated with cross-functional teams under strict deadlines, enhancing project outcomes through precise message development."
VML,[email] [writing],"- Authored a six-email nurture campaign for SAP, demonstrating versatile lifecycle communication skills relevant to email marketing."
VML,[content] [writing],"- Developed a comprehensive 200+ page digital strategy report for Carlson Hotels using Adobe InDesign, shaping multi-channel messaging and conversion strategies."
VML,[writing],"- Collaborated with designers and strategists on campaign concepting, execution, and creative presentation"
VML,[ops],"- Collaborated with senior content strategists and product teams on cross-platform storytelling, contributing to content review processes for major campaign pitches across diverse industries."
VML,[generalist],"- Collaborated with senior creatives, strategists, and account leads in a fast-paced agency environment."
VML,[writing],"- Compiled and published 200+ page customer journey and conversion strategy report for Carlson Hotels, mapping touchpoints and identifying optimization opportunities across digital channels"
VML,[content] [writing],"- Contributed to 200+ page digital strategy report for Carlson Hotels, shaping web conversion and cross-channel campaigns."
VML,[content],"- Presented creative concepts to executive leadership, earning recognition for strategic thinking and execution quality."
VML,[writing],"- Contributed to a 200+ page strategic report for Carlson Hotels, supporting conversion strategy and customer journey mapping."
VML,[writing],- Contributed to a 200+ page strategic research report for Carlson Hotels — praised by VML's CEO for clarity and design thinking.
VML,[writing],- Contributed to a 200-page strategy report for Carlson Hotels; recognized for clarity and design thinking.
VML,[content],"- Contributed to brand experience design and campaign strategy, collaborating across teams with resilience and creativity."
VML,[generalist],"- Contributed to campaigns for major brands during a top national agency internship, enhancing brand visibility and engagement."
VML,[email] [writing],- Contributed to enterprise B2B initiatives; drafted nurture email flows for SAP aligned to buying-stage progression
VML,[generalist],"- Contributed to internal brainstorming and pitch work, earning praise from creative leadership for thoughtfulness and polish."
VML,[content],- Contributed to omnichannel campaigns that strengthened brand voice consistency across digital and print deliverables.
VML,[email],"- Created B2B nurture emails for SAP, translating technical content into clear, accessible language."
VML,[content],- Created a pitch deck for Carlson Hotels that received direct praise from the CEO of VML.
VML,[content],- Created a pitch deck for Carlson Hotels that received direct praise from the VML’s CEO for exceptional branding and design.
VML,[content],"- Created and presented a Keynote pitch deck praised by VML's CEO for clarity, structure, and storytelling."
VML,[generalist],"- Created digital, email, and social copy across diverse brands with fast-paced, high-volume creative production."
VML,[writing],"- Designed a 200+ page insights and strategy report in InDesign for Carlson Hotels, focused on increasing website conversions."
VML,[content],"- Designed a pitch deck praised by the CEO for strategic clarity, tone alignment, and creative execution."
VML,[content],"- Designed and presented a branded pitch deck that earned direct praise from VML’s CEO, demonstrating ability to bridge strategic thinking and creative execution in high-stakes agency environment"
VML,[content],- Designed and presented a pitch deck for Carlson Hotels that received direct praise from VML's CEO for branding and design.
VML,[content],"- Designed and presented a pitch deck in Keynote to VML’s CEO and executive creative director, receiving praise for execution quality."
VML,[content],"- Designed and presented a pitch deck that earned direct praise from VML's CEO for its clarity, concept, and creative execution."
VML,[content],"- Designed and presented a pitch deck to VML’s CEO and executive creative director, earning praise for quality and execution."
VML,[content],"- Designed and presented a pitch deck to executive leadership, earning commendation for execution and effective data storytelling."
VML,[content],- Designed and presented a pitch deck to executive leadership; received direct praise from VML’s CEO for clarity and quality
VML,[content],"- Designed and presented a pitch deck to the agency’s CEO and executive creative director, receiving praise on visual impact."
VML,[content],"- Designed and presented a strategic pitch deck to VML's CEO, earning direct recognition for exceptional branding and execution"
VML,[content],- Designed and presented strategic pitch deck that earned direct praise from VML's CEO for clarity and creative excellence.
VML,[writing],- Developed a 200+ page conversion report for Carlson Hotels that shaped the brand's campaign roadmap.
VML,[writing],- Developed a 200+ page research and insights report for Carlson Hotels on how to increase website conversions best.
VML,[writing],- Developed a 200+ page research report for Carlson Hotels on improving website conversions through messaging and design.
VML,[writing],- Developed a 200+ page research report for Carlson Hotels on improving website conversions.
VML,[writing],- Developed a 200+ page strategy report with campaign recommendations for Carlson Hotels to improve website conversions.
VML,[writing],- Developed a comprehensive 200+ page report for Carlson Hotels on improving conversions through strategic messaging.
VML,[generalist],- Developed a pitch presentation for Carlson Hotels that received direct praise from VML's CEO
VML,[generalist],- Developed a pitch presentation for Carlson Hotels that received direct praise from VML’s CEO
VML,[generalist],"- Developed campaign messaging for national brands across print, digital, and experiential formats."
VML,[generalist],- Developed lifecycle email and campaign copy for enterprise clients.
VML,[email] [writing],- Drafted a six-email SAP nurture aligned to technical buyer journeys that shipped as-written
VML,[writing],"- Drafted copy for 30+ omnichannel marketing campaigns, encompassing print, digital, social, and experiential media, adapting rapidly to diverse brand guidelines and industry standards."
VML,[writing],"- Drafted copy for omnichannel campaigns across print, digital, social, and experiential media for major global brands"
VML,[writing],"- Drafted copy for print, digital, social, and experiential media, adapting quickly to diverse brand guidelines."
VML,[writing],"- Drafted copy for print, digital, social, and experiential media, adapting rapidly to diverse brand guidelines."
VML,[writing],"- Drafted copy for print, digital, social, and experiential media, adapting to diverse brand guidelines and objectives."
VML,[content] [writing],"- Drafted omnichannel copy for digital, print, and event campaigns, contributing to projects that helped refine brand voice and consistency across digital and print deliverables."
VML,[content] [writing],"- Drafted omnichannel creative across digital, print, and experiential campaigns, contributing to consistent brand voice and messaging across Fortune 500 clients."
VML,[generalist],- Extended internship into long-term freelance work based on creative impact and reliability
VML,[email],"- Handpicked to write a 6-email nurture campaign for SAP, demonstrating versatility in complex technical and brand messaging."
VML,[email],"- Handpicked to write a six-email nurture campaign for SAP, demonstrating versatility in complex technical and brand messaging."
VML,[email],"- Handpicked to write a six-email nurture campaign for SAP, demonstrating versatility in technical and brand messaging."
VML,[mgmt],"- Mentored by Executive Creative Director Arlo Oviatt, earning praise and encouragement to pursue a career in the field."
VML,[content],"- Built a personal portfolio that laid the foundation for a career in brand storytelling, visual clarity, and strategy-first creative work."
VML,[generalist],- Navigated strict deadlines and cross-functional teamwork with resilience and creativity.
VML,[generalist],"- Participated in brainstorms and creative reviews for Fortune 500 brands, gaining exposure to agency-scale strategic storytelling"
VML,[generalist],"- Participated in cross-functional brainstorms, gaining early exposure to brand strategy and creative ops."
VML,[generalist],"- Participated in cross-functional brainstorms, gaining early exposure to high-level brand strategy and creative operations."
Callahan Creek,[content],- Partnered closely with senior creatives and account strategists to develop messaging frameworks and cross-channel campaigns
VML,[ops],"- Partnered with senior creatives on cross-platform storytelling and strategy, supporting major campaign pitches across industries."
VML,[generalist],- Produced customer-journey research to identify bottlenecks and inform campaign optimization
Bernstein Rein,[generalist],- Received high praise for demonstrated grasp of creative advertising and encouragement to pursue a career in the field
VML,[content] [writing],"- Researched and compiled 200+ page digital strategy report for Carlson Hotels, influencing cross-channel optimization"
VML,[generalist],"- Selected for a competitive internship at a large digital agency, supporting cross-functional teams on major national accounts."
VML,[generalist],"- Selected for a competitive internship at a large, digitally-focused agency supporting major clients."
VML,[generalist],"- Selected for highly competitive national internship program; contributed to B2B campaigns for SAP and enterprise clients, translating complex technical products into accessible messaging"
VML,[content],- Supported enterprise-level email and digital campaigns for global clients
VML,[content],"- Supported integrated campaign messaging, collaborating with cross-functional teams on high-volume content."
VML,[generalist],"- Worked closely with multidisciplinary teams to meet tight deadlines and deliver polished, client-ready work."
VML,[email] [writing],"- Wrote a 6-email nurture campaign for SAP, translating complex technical details into clear, persuasive lifecycle messaging."
VML,[content] [writing],"- Drafted omnichannel copy for digital, print, and event campaigns, contributing to projects that refined brand voice and consistency across deliverables."
VML,[email] [writing],"- Wrote a six-email nurture campaign for SAP, demonstrating versatility in complex technical messaging and lifecycle communication."
VML,[content] [writing],"- Authored 200+ page digital strategy report for Carlson Hotels, shaping web conversion and cross-channel messaging."
VML,[content],"- Designed and presented pitch deck to VML’s CEO and executive creative director, earning praise for quality and execution."
VML,[email] [writing],"- Wrote a six-part nurture email campaign for SAP, blending technical accuracy with clear, approachable messaging."
VML,[writing],"- Wrote copy across print, digital, social, and experiential formats, focusing on clarity, tone, and messaging cohesion."
VML,[writing],- Wrote copy for 30+ omnichannel campaigns under tight enterprise timelines for global clients
VML,[writing],"- Wrote copy for 30+ projects across print, digital, social, and live events — shaping tone, voice, and concept from first line to final CTA."
VML,[writing],"- Wrote copy for national brands across print, digital, and experiential channels."
VML,[writing],"- Wrote for print, radio, web (including PPC advertising), and outdoor, delivering up to 10 assets/week under tight timelines."
VML,[content],- Formed concepts and messaging frameworks with 2 campaigns selected for full rollout.
VML,[content] [writing],"- Wrote omnichannel copy for digital, print, and experiential campaigns with an emphasis on brand voice consistency."
Callahan Creek,[content] [writing],- Adapted tone and CTA strategy across audience segments; presented two winning concepts selected for production.
Callahan Creek,[content],"- Advanced audience-driven brand storytelling, supporting a shift toward data-informed creative."
Callahan Creek,[generalist],"- Balanced multiple client needs as a freelancer post-internship, demonstrating reliability, flexibility, and trustworthiness."
Callahan Creek,[content] [writing],"- Built an early foundation in brand storytelling, campaign ideation, and client-facing presentation work."
Callahan Creek,[email],- Campaign Debugging & Optimization: Built troubleshooting methods reducing campaign errors by 50% and improving deliverability
Callahan Creek,[generalist],- Collaborated to pitch ideas and present to clients — two major concepts selected for rollout.
Callahan Creek,[content],"- Collaborated with agency leaders, designers, and account teams on multi-channel campaigns under tight deadlines."
Callahan Creek,[generalist],"- Earned praise from creative directors for adaptability, teamwork, and ability to deliver high-quality client-ready creative."
Callahan Creek,[generalist],"- Collaborated with art and creative directors to pitch ideas, with two concepts selected for full campaigns."
Callahan Creek,[generalist],- Collaborated with creative directors and account teams to shape messaging aligned with business goals.
Callahan Creek,[writing],"- Concepted and executed print, radio, web, and outdoor campaigns for clients in finance, pet nutrition, and public health."
Callahan Creek,[writing],"- Concepted and executed print, radio, web, and outdoor campaigns for finance, pet nutrition, and public health."
Callahan Creek,[content],"- Conceptualized B2B and B2C messaging for multi-channel campaigns, with two concepts selected for production"
Callahan Creek,[writing],"- Continued as a freelance copywriter after internship, delivering high-quality work that met brand, legal, and client compliance guidelines."
Callahan Creek,[content],"- Contributed creative copy and content frameworks to multi-channel campaigns, with two selected for client rollout."
Callahan Creek,[content],"- Contributed creative copy and messaging structure to multi-channel campaigns, with two selected for client rollout."
Callahan Creek,[content],"- Contributed creative copy and structured messaging for multi-channel campaigns, with two campaigns selected for client rollout."
Callahan Creek,[content],"- Collaborated seamlessly with agency leaders, designers, and account teams to execute multi-channel campaigns under deadline."
Callahan Creek,[mgmt],"- Earned recognition from creative directors for adaptability, teamwork, and delivering high-quality, client-ready creative assets."
Callahan Creek,[content],"- Contributed to brand storytelling rooted in audience insight, helping their transition toward data-informed creative strategy."
Callahan Creek,[generalist],"- Contributed to integrated B2B and B2C campaigns for Fortune 500 and major regional brands in banking, pet nutrition, and telecommunications across digital, print, and broadcast channels"
Callahan Creek,[content],- Contributed to winning creative concepts through systematic content analysis and strategic thinking.
Callahan Creek,[generalist],- Invited back as freelance contributor based on content quality and collaborative approach.
Callahan Creek,[writing],"- Contributed winning concepts to pitches, with two campaigns selected for client rollout."
Callahan Creek,[generalist],"- Crafted B2B and B2C campaign copy for clients in banking, pet nutrition, and telecom."
Callahan Creek,[generalist],"- Crafted content for print, PPC, radio, and digital across B2B/B2C accounts."
Callahan Creek,[generalist],- Created B2B and B2C email copy and campaign messaging; multiple concepts selected for rollout.
Callahan Creek,[generalist],"- Created copy for print, radio, web, and outdoor campaigns, contributing to full-funnel creative in B2B and B2C environments."
Callahan Creek,[generalist],"- Delivered adaptable copy across B2B and B2C campaigns for Fortune 500 and major regional brands in banking, pet nutrition, and telecom across digital, print, and broadcast channels"
Callahan Creek,[generalist],"- Developed B2B/B2C campaign copy for national retailers and Fortune 500 companies (financial services, telecom, and pet nutrition)"
Callahan Creek,[generalist],"- Developed campaign messaging for major brands in banking, pet nutrition, and telecommunications"
Callahan Creek,[content],"- Developed creative concepts for clients like Sprint and CommunityAmerica, aligning with strict brand and marketing standards."
Callahan Creek,[content],"- Developed creative concepts for digital and print campaigns, including two successful new business pitches."
Callahan Creek,[generalist],"- Collaborated with agency leaders, designers, and account managers to execute campaigns under tight deadlines."
Callahan Creek,[content],"- Known for adaptability, collaboration, and delivering polished creative work under pressure."
Callahan Creek,[generalist],"- Recognized for adaptability, collaboration, and delivering high-quality work under pressure."
Callahan Creek,[content],"- Developed creative copy and structured messaging for multi-channel campaigns, with two project concepts chosen for client roll-out."
Callahan Creek,[generalist],- Collaborated with agency leaders and account teams to ensure content met client expectations under tight deadlines.
Callahan Creek,[content] [ops] [writing],"- Adapted messaging across various platforms, including PPC, print advertising, and digital campaigns, reflecting a deep understanding of cross-channel email marketing."
Callahan Creek,[generalist],"- Developed multi-format content across print, digital, radio, and PPC, tailoring CTA strategy to diverse B2B/B2C audiences."
Callahan Creek,[generalist],"- Earned consistent praise for fast turnarounds, collaborative energy, and always delivering work that felt both smart and sincere."
Callahan Creek,[generalist],- Earned invitation for continued freelance work based on performance; maintained ongoing client relationships
Callahan Creek,[content],"- Explored generative AI (ChatGPT, Canva Magic Write, Jasper) to test content variation, dynamic personalization, and ideation."
Callahan Creek,[generalist],"- Humane Society of Greater Kansas City, Communications Intern | 05/2007 – 08/2007"
Callahan Creek,[ops],"- Integrated cross-platform tracking strategies across print, digital, and email touchpoints for seamless attribution"
Callahan Creek,[generalist],"- Invited back as a freelance contributor based on performance, creative contribution, and team rapport."
Callahan Creek,[generalist],- Invited back as a freelance contributor—an uncommon honor—based on the strength of campaign work and ideation sessions.
Callahan Creek,[generalist],- Invited back for freelance work after the internship due to excellent performance and collaborative approach with account teams. CERTIFICATIONS AND PROFESSIONAL DEVELOPMENT
Callahan Creek,[generalist],"- Kansas Colloquies, Layout Assistant + Reporter + Film Columnist | 02/2004 – 05/2006"
Callahan Creek,[generalist],- Later invited back for freelance work after the internship due to excellent performance and impact.
Callahan Creek,[generalist],"- Ongoing Development: Advancing skills in HTML/CSS, JavaScript, and AWS fundamentals with proven ability to rapidly master new marketing tools"
Callahan Creek,[content],"- Partnered with art directors and account teams to develop integrated digital campaigns, with two concepts selected for rollout."
Callahan Creek,[generalist],"- Composed omnichannel copy for digital, print, and experiential campaigns under tight deadlines in fast-paced environment."
Callahan Creek,[generalist],"- Participated in campaign brainstorms and creative reviews for major telecommunications, consumer, and enterprise brands."
Callahan Creek,[generalist],"- Partnered with art directors to produce integrated creative across print, digital, and in-store activations."
Callahan Creek,[generalist],- Partnered with designers to deliver print and digital assets with consistent brand standards across channels
Callahan Creek,[ops],- Performance Analytics Systems: Developed custom reporting frameworks tracking 15+ performance metrics for optimization decisions
Callahan Creek,[content],"- Pitched creative concepts for major campaigns that were selected for development including Hill's Pet Nutrition's ""Paws in the Park"" community fundraiser, contributing to successful fundraising for animal welfare organizations."
Callahan Creek,[content],- Pitched creative concepts for multiple clients; two major campaigns selected for rollout.
Callahan Creek,[content],"- Pitched creative concepts for two major campaigns, both of which the agency selected for further development."
Callahan Creek,[content],"- Pitched creative concepts for two major campaigns, both of which were selected for further development."
Callahan Creek,[content],"- Pitched creative concepts with two campaigns selected for full production, demonstrating ability to collaborate and align creative strategy with business objectives and client vision"
Callahan Creek,[content],- Pitched two creative concepts that were selected for client campaigns and moved into production.
Callahan Creek,[content],- Pitched two winning creative concepts selected for full production and rollout.
Callahan Creek,[email] [ops],"- Platform Migration & Configuration: Led adoption of Outreach.io platform, mastering technical setup, Salesforce integration, and automation workflows"
Callahan Creek,[generalist],- Presented ideas to clients; two concepts selected for full rollout and development.
Callahan Creek,[content],"- Produced campaign copy across print, radio, digital, and OOH channels, maintaining brand voice and meeting tight deadlines in fast-paced agency setting"
Callahan Creek,[content],"- Produced cross-channel content with strong CTA performance across print, PPC, radio, and OOH."
Callahan Creek,[content],"- Produced cross-channel content with strong CTA performance, adapting tone and strategy for diverse audience types."
Callahan Creek,[generalist],"- Retained post-internship as a paid freelancer based on reliability, communication, and contribution to revenue generation"
Callahan Creek,[content],- Secured ongoing freelance work based on strong concept delivery and cross-channel execution.
Callahan Creek,[content],- Secured ongoing freelance work by delivering creative work that met client expectations and built trust with the agency team.
Callahan Creek,[content],"- Self-Directed JSON Projects: Built personal projects using JSON for data structuring and dynamic content mockups, developing transferable skills for campaign template management"
Callahan Creek,[writing],- Submitted winning concepts for two major campaigns; both were chosen for full client development and rollout
Callahan Creek,[generalist],- Supported community fundraiser campaign planning and activation that generated strong local engagement
Callahan Creek,[writing],"- Supported creative direction through brainstorms, copy refinements, and concept development for regional/national campaigns."
Callahan Creek,[generalist],"- Supported pitches and client work under tight deadlines, contributing ideas that led to two campaigns being selected for rollout."
Callahan Creek,[content],"- Two creative concepts green-lit for production, underscoring strategic alignment and helping secure multiple client renewals"
Callahan Creek,[generalist],"- USitek, Administrative Marketing Assistant | 06/2015 – 10/2015"
Callahan Creek,[generalist],"- Unisource Document Products, Marketing Intern | 05/2008 – 08/2008"
Callahan Creek,[email],- Video for Sales Certification | Vidyard | 2021
Callahan Creek,[content],"- Worked with creative directors, designers, and account teams to execute cross-channel campaigns with a consistent voice."
Callahan Creek,[writing],"- Wrote campaign copy for clients across pet nutrition, banking, and telecom, adapting tone and voice on every project as needed."
Callahan Creek,[writing],"- Wrote campaign copy for print, radio, web, and outdoor placements — always on brief, on brand, and on time."
Callahan Creek,[writing],"- Wrote for print, radio, web, and outdoor, contributing to full-funnel creative in B2B and B2C settings."
Callahan Creek,[writing],"- Wrote for print, radio, web, and outdoor, supporting full-funnel creative strategies for both B2B and B2C brands."
Callahan Creek,[writing],"- Wrote for print, radio, web, pay-per-click (PPC) advertising, and outdoor, contributing to full-funnel creative for B2B/B2C."
Callahan Creek,[writing],"- Wrote promotional content tailored to both B2C and B2B audiences, adapting tone and CTA strategy accordingly."
Vidyard,[content] [email] [ops],- Certified in personalized video strategy to improve engagement and conversion rates in email campaigns
Bernstein Rein,[writing],"- Completed a concept-intensive, strategy-first portfolio program focusing on campaign ideation, copywriting, and art direction."
Bernstein Rein,[mgmt],"- Mentored by Executive Creative Director Arlo Oviatt, earning encouragement to pursue a career in creative advertising."
Vidyard,[content] [email] [ops],"- Completed training in personalized video strategy to improve engagement, humanize outreach, and boost conversion rates"
Bernstein Rein,[writing],"- Honed creative fundamentals, including headline writing, campaign ideation, art direction, and layout execution."
Bernstein Rein,[mgmt],"- Mentored by Executive Creative Director Arlo Oviatt, earning praise and encouragement to pursue a career in advertising."
Bernstein Rein,[content] [writing],"- Participated in simulated client briefs, pitch decks, and creative concepting sessions."
Additional Experience,[writing],"- Reporting, layout, and film reviews for Bonner Springs Chieftain, Wyandotte West, and Piper Press newspapers."
Bernstein Rein,[content],"- Selected for a concept-first portfolio bootcamp emphasizing strategy, storytelling, and cross-channel campaign thinking."
Bernstein Rein,[content],"- Shaped a lasting approach to brand storytelling, visual clarity, and campaign thinking — principles that continue to guide creative and strategic work across roles."
Vidyard,[content] [email],- Applied personalized video in outbound and follow-ups to lift reply and meeting rates in SDR programs
Vidyard,[ops],- Applied tools and tactics to enhance conversion rates and humanize digital outreach across CRM campaigns.
Vidyard,[writing],"- Attended a concept-intensive, strategy-first portfolio program focusing on campaign ideation, copywriting, and art direction."
Vidyard,[mgmt],"- Mentored by Executive Creative Director Arlo Oviatt, earned encouragement to pursue a career in creative advertising."
Vidyard,[content],"- Built a personal portfolio that laid the foundation for a career in brand storytelling, visual clarity, and strategy-first creative work. EDUCATION"
Vidyard,[content] [email] [enablement],"- Certified in personalized video strategy for sales enablement, including training sales teams on video messaging best practices and engagement tracking."
Vidyard,[content] [email] [ops],- Certified in personalized video strategy to enhance CRM/email engagement and drive conversions.
Vidyard,[content] [email],"- Certified in personalized video strategy to improve engagement, humanize outreach, and boost conversion"
Vidyard,[content] [email],"- Certified in personalized video strategy, including training teams best practices and engagement tracking"
Vidyard,[content],- Certified in video and personalized messaging strategy to enhance marketing campaign effectiveness.
Johnson County Community College,[content],"- Coursework included color theory, typography, illustration, 3D concepts, desktop publishing, and film photography"
University of Kansas,[generalist],- Marketing Intern for Lied Center; grew social media engagement by 800% through strategic content and audience development
Vidyard,[mgmt] [writing],- Mentored by Executive Creative Director Arlo Oviatt in content development and editorial judgment.
Vidyard,[content] [writing],"- Developed foundational skills in content review, editorial judgment, and strategic content planning."
Vidyard,[content] [writing],"- Built portfolio demonstrating expertise in brand storytelling, editorial clarity, and strategy-driven creative content development."
Vidyard,[mgmt],"- Mentored by Executive Creative Director Arlo Oviatt, earning praise and encouragement to pursue a career in the field."
Vidyard,[writing],"- Practiced campaign ideation, copywriting, art direction, and layout, developing core creative skills."
Vidyard,[content],"- Selected for a concept-intensive portfolio program, laying foundations for a career in brand storytelling and strategy-first creative."
Vidyard,[content],"- Selected for concept-intensive program focused on brand storytelling, customer experience design, and campaign development."
Vidyard,[generalist],- Selected for concept-intensive program led by executive creative team.
Johnson County Community College,[content],"- Studied color theory, typography, illustration, 3D concepts, desktop publishing, and film photography"
Vidyard,[content] [email],- Trained in personalized video content strategy to improve user engagement and optimize conversion
Vidyard,[content] [email],- Trained in personalized video messaging to improve outbound engagement and response rates
Vidyard,[content] [email] [ops],- Trained in personalized video strategy to boost conversions and humanize digital outreach across CRM and sales decks.
Vidyard,[content] [email] [enablement],"- Trained in personalized video strategy to improve engagement, customer connection, and asynchronous communication."
Vidyard,[content] [email],"- Trained in personalized video strategy to improve engagement, humanize outreach, and boost conversion."
Vidyard,[content] [email],"- Trained in using personalized video to build human connection in digital outreach, focusing on empathy, timing, and trust."
Vidyard,[ops],"- Trained in video prospecting, demo presentation, and customer storytelling"
University of Kansas,[generalist],- 3.56 GPA / Awarded the Phi Theta Kappa Scholarship for academic excellence.
University of Kansas,[generalist],- 3.56 GPA | Awarded the Phi Theta Kappa Scholarship for academic excellence.
