Role / Company,Tags,Bullet Point,accuracy_score,believability_score,clarity_score,ats_value,manager_test,weaknesses
Treering Yearbooks,[enablement] [mgmt],"- Promoted to Senior SDR and manager of a remote team of 4–6; led 1:1s, QA, call coaching, and monthly team training for 20+ reps",85.0,90.0,95.0,80.0,FAIL,"The bullet contains a dash in the phrase '4–6' and '20+', which violates the rule prohibiting dashes in prose."
Treering Yearbooks,[ops],"- Supported sales team productivity by managing CRM updates, documenting platform workflows, assisting with quote creation, and handling user-level QA for campaigns, account validation, and territory assignments",45.0,50.0,60.0,40.0,FAIL,"The bullet uses the banned phrase 'assisting with', describes a list of tasks rather than an outcome or system, and lacks specific metrics or scale to verify the impact on sales productivity."
Treering Yearbooks,[enablement] [mgmt],"- Promoted to Senior SDR and manager of a remote team of 4–6; led 1:1s, call coaching, QA, and monthly team training for 20+ reps",75.0,80.0,85.0,70.0,FAIL,"The bullet contains a dash in the phrase '4–6' which violates the rule against using dashes in prose, and it ends with a period which is explicitly forbidden."
Treering Yearbooks,[email] [ops],"- Acted as a key player in the platform migration from PersistIQ to Outreach.io, improving daily workflows and streamlining Salesforce integration for better reporting and automation",55.0,60.0,70.0,65.0,FAIL,The bullet uses the vague phrase 'Acted as a key player' which is a filler-heavy opening. It lacks specific metrics regarding the 'improved workflows' or the scale of the migration. It also uses generic language ('better reporting and automation') without defining the actual outcome or technical challenge.
Treering Yearbooks,[email] [ops],"- Supported a company-wide platform migration from PersistIQ to Outreach.io, improving workflows, streamlining Salesforce integration, and documenting new systems for internal training and QA",65.0,70.0,75.0,80.0,FAIL,"The bullet uses the banned phrase 'Supported' at the beginning and includes a trailing period, which violates the formatting constraints."
Treering Yearbooks,[mgmt],"- Promoted to lead a 12-person team in six months; owned wrap-up of Treering project, receiving compliments on deliverables.",65.0,70.0,80.0,60.0,FAIL,"The bullet contains a dash in prose, which is prohibited. Additionally, 'receiving compliments on deliverables' is subjective and unverifiable, failing the requirement for concrete outcomes."
Treering Yearbooks,[mgmt],"- Promoted to team lead and entrusted with final client wrap-up, including campaign handoff and research for PTA partnerships.",50.0,55.0,60.0,40.0,FAIL,"The bullet uses the passive, vague phrase 'entrusted with' which fails the action verb requirement. It describes tasks rather than outcomes or systems, lacks specific metrics or tools, and ends with a period."
Treering Yearbooks,[mgmt],"- Promoted to team lead and entrusted with project wrap-up, including spearheading new PTA conference research and handover.",45.0,50.0,60.0,40.0,FAIL,"The bullet uses passive, vague language ('entrusted with', 'project wrap-up') and lacks measurable outcomes or specific technical tools. It reads as a task description rather than an achievement statement and fails to define the scope or impact of the 'PTA conference research'."
Treering Yearbooks,[email] [mgmt] [ops],"- Promoted to team lead managing 12 SDRs within six months; implemented Salesforce workflows and Outreach cadences, improving qualified lead conversion by 35%",90.0,85.0,95.0,90.0,PASS,
Treering Yearbooks,[enablement] [mgmt],"- Promoted to team lead within 6 months, creating training materials and coaching protocols for 12-person SDR team.",85.0,90.0,95.0,80.0,PASS,
Treering Yearbooks,[writing],"- Collaborated on Adobe eSign ABM pilot messaging strategy, contributing insights that led to nomination for senior copywriting roles.",50.0,55.0,70.0,60.0,FAIL,"The bullet uses the banned phrase 'Collaborated on', which is a synonym for 'worked on'. It also relies on a vague, unverifiable outcome ('nomination for senior copywriting roles') rather than a business-impact metric. The phrasing is passive and lacks a clear description of the system or infrastructure built."
Treering Yearbooks,[generalist],- Recruited by Treering’s Head of Sales based on systematic approach to campaign optimization and sales process improvement.,40.0,50.0,70.0,30.0,FAIL,The bullet describes a hiring event rather than a professional achievement or system outcome. It relies on a subjective claim about being 'recruited' which is unverifiable and lacks specific metrics or tools. It fails to demonstrate the candidate's actual work output.
Treering Yearbooks,[mgmt],- Promoted to team lead within six months; trained and coached a 12-person team on sales strategy and customer engagement.,85.0,90.0,95.0,70.0,PASS,
Treering Yearbooks,[ops],- Proposed enhancements to CRM workflows and collaborated cross-functionally on GTM alignment and campaign scheduling.,50.0,55.0,60.0,40.0,FAIL,"The bullet uses vague, generic corporate language ('collaborated cross-functionally', 'GTM alignment') that fails to describe a specific outcome or system. It lacks metrics, specific tools, or a clear definition of the 'enhancements' proposed, making it impossible to verify the impact."
Treering Yearbooks,[email],"- Ran A/B tests for subject lines, timing, and content, including AI-assisted drafts, driving increases in engagement and reactivation.",55.0,60.0,70.0,65.0,FAIL,"The bullet uses the banned phrase 'Ran' (task-based), lacks specific metrics for the claimed increases in engagement, and uses vague terminology ('engagement and reactivation') without defining the scope or the specific tools used for the A/B testing."
Treering Yearbooks,[email],"- Ran A/B tests for subject lines, timing, and content, including AI-assisted drafts, driving measurable increases in engagement.",55.0,60.0,70.0,65.0,FAIL,"The bullet uses the banned phrase 'Ran' (task-based), lacks specific metrics for the 'measurable increases' claimed, and uses vague language ('content', 'engagement') that fails to define the scope or the specific impact of the AI-assisted drafts."
Treering Yearbooks,[ops],- Ran a CRM audit that identified $3M+ in potential opportunities; results used to reassign accounts to SDRs for future coverage,85.0,80.0,90.0,85.0,FAIL,"The bullet uses the verb 'Ran', which is a weak, generic action verb that borders on task-description rather than outcome-focused systems architecture. Additionally, the bullet ends with a period, which violates the strict formatting rules provided."
Treering Yearbooks,[mgmt] [ops],"- Ran comprehensive CRM audit that surfaced $3M+ in untapped pipeline by resolving miscategorized records and refining filters, leading to creation of new role for direct report management.",85.0,80.0,90.0,85.0,FAIL,"The bullet uses the word 'Ran', which is a weak, generic action verb that borders on task-description rather than outcome-focused leadership. Additionally, the phrase 'direct report management' is vague and implies a structural change that is not clearly linked to the audit's primary outcome."
Treering Yearbooks,[generalist],- Ran select solo demos; 100% converted to customers after AE activation; partnered with AEs for account setup/close,65.0,55.0,70.0,60.0,FAIL,"The bullet uses a semicolon which functions as a dash/separator in this context, violating the punctuation rule. The claim of '100% conversion' is highly suspicious and lacks context regarding sample size, making it appear as inflated scope. 'Ran' is a weak, generic action verb."
Treering Yearbooks,[email] [ops],- Ranked Top 10 companywide within one month; earned 2× Top Seller recognition through optimized outreach cadences,75.0,70.0,90.0,80.0,PASS,"The claim of 'Top 10 companywide' is impressive but lacks context regarding the size of the organization or the specific sales metric used, making it slightly difficult to verify without additional scope."
Treering Yearbooks,[mgmt] [ops],- Ranked in the company’s Top 10 performers within one month and promoted to lead a 12-person team within six months.,75.0,65.0,90.0,60.0,FAIL,"The bullet ends with a period, which violates the formatting rules. Additionally, the claim of being a 'Top 10 performer' is unverifiable without context regarding the size of the company or the specific metrics used to define performance."
Treering Yearbooks,[mgmt] [ops],- Ranked in the company’s Top 10 sellers for the first two months and promoted in six months to lead a 12-person team.,85.0,90.0,95.0,70.0,PASS,
Treering Yearbooks,[email] [ops] [writing],"- Developed and optimized content-driven outbound campaigns using Salesforce and Outreach.io, applying editorial judgment to ensure messaging accuracy and compliance across diverse educational audiences.",85.0,90.0,95.0,90.0,PASS,
Treering Yearbooks,[ops],- Ranked in the company’s Top 10 within the first month and earned 2× Top Seller recognition.,75.0,80.0,90.0,60.0,PASS,"The bullet is slightly generic as it lacks context regarding the industry, the specific sales volume, or the size of the sales team, making the 'Top 10' ranking difficult to contextualize."
